,specie,specieCode,genus,organismCode,antibiotic,antibioticCode,gram,resistance
264,candida,A_CANDIDA,candida guilliermondii,A_CGUILLIER,flucytosine,AFLUC,,0.0
265,candida,A_CANDIDA,candida guilliermondii,A_CGUILLIER,fluconazole,AFLUZ,,1.0
266,candida,A_CANDIDA,candida guilliermondii,A_CGUILLIER,itraconazole,AITR,,0.0
267,candida,A_CANDIDA,candida guilliermondii,A_CGUILLIER,voriconazole,AVOR,,0.0
268,candida,A_CANDIDA,candida lusitaniae,A_CLUSITANI,amphotericin,AAMPH,,0.0
269,candida,A_CANDIDA,candida lusitaniae,A_CLUSITANI,caspofungin,ACAS,,0.0
270,candida,A_CANDIDA,candida lusitaniae,A_CLUSITANI,flucytosine,AFLUC,,0.0
271,candida,A_CANDIDA,candida lusitaniae,A_CLUSITANI,fluconazole,AFLUZ,,0.0
272,candida,A_CANDIDA,candida lusitaniae,A_CLUSITANI,itraconazole,AITR,,0.0
273,candida,A_CANDIDA,candida lusitaniae,A_CLUSITANI,voriconazole,AVOR,,0.0
274,candida,A_CANDIDA,candida parapsilosis,A_CPARAPSIL,amphotericin,AAMPH,,0.0
275,candida,A_CANDIDA,candida parapsilosis,A_CPARAPSIL,caspofungin,ACAS,,0.0
276,candida,A_CANDIDA,candida parapsilosis,A_CPARAPSIL,flucytosine,AFLUC,,0.0
277,candida,A_CANDIDA,candida parapsilosis,A_CPARAPSIL,fluconazole,AFLUZ,,0.5
278,candida,A_CANDIDA,candida parapsilosis,A_CPARAPSIL,itraconazole,AITR,,0.5
279,candida,A_CANDIDA,candida parapsilosis,A_CPARAPSIL,voriconazole,AVOR,,0.0
280,candida,A_CANDIDA,candida albicans,CALB,amphotericin,AAMPH,,0.0
281,candida,A_CANDIDA,candida albicans,CALB,caspofungin,ACAS,,0.0
282,candida,A_CANDIDA,candida albicans,CALB,flucytosine,AFLUC,,0.0
283,candida,A_CANDIDA,candida albicans,CALB,fluconazole,AFLUZ,,0.0
284,candida,A_CANDIDA,candida albicans,CALB,itraconazole,AITR,,0.25
285,candida,A_CANDIDA,candida albicans,CALB,voriconazole,AVOR,,0.0
286,candida,A_CANDIDA,candida glabrata,CGLA,amphotericin,AAMPH,,0.0
287,candida,A_CANDIDA,candida glabrata,CGLA,caspofungin,ACAS,,0.0
288,candida,A_CANDIDA,candida glabrata,CGLA,flucytosine,AFLUC,,0.0
289,candida,A_CANDIDA,candida glabrata,CGLA,fluconazole,AFLUZ,,0.8
290,candida,A_CANDIDA,candida glabrata,CGLA,itraconazole,AITR,,0.8
291,candida,A_CANDIDA,candida glabrata,CGLA,voriconazole,AVOR,,0.0
292,candida,A_CANDIDA,candida kefyr,CKEF,amphotericin,AAMPH,,0.0
293,candida,A_CANDIDA,candida kefyr,CKEF,caspofungin,ACAS,,0.0
294,candida,A_CANDIDA,candida kefyr,CKEF,flucytosine,AFLUC,,0.0
295,candida,A_CANDIDA,candida kefyr,CKEF,fluconazole,AFLUZ,,0.0
296,candida,A_CANDIDA,candida kefyr,CKEF,itraconazole,AITR,,0.0
297,candida,A_CANDIDA,candida kefyr,CKEF,voriconazole,AVOR,,0.0
298,candida,A_CANDIDA,candida krusei,CKRU,amphotericin,AAMPH,,0.0
299,candida,A_CANDIDA,candida krusei,CKRU,caspofungin,ACAS,,0.0
300,candida,A_CANDIDA,candida krusei,CKRU,flucytosine,AFLUC,,1.0
301,candida,A_CANDIDA,candida krusei,CKRU,fluconazole,AFLUZ,,1.0
302,candida,A_CANDIDA,candida krusei,CKRU,itraconazole,AITR,,0.0
303,candida,A_CANDIDA,candida krusei,CKRU,voriconazole,AVOR,,0.0
304,candida,A_CANDIDA,candida tropicalis,CTRO,amphotericin,AAMPH,,0.0
305,candida,A_CANDIDA,candida tropicalis,CTRO,caspofungin,ACAS,,0.0
306,candida,A_CANDIDA,candida tropicalis,CTRO,flucytosine,AFLUC,,0.0
307,candida,A_CANDIDA,candida tropicalis,CTRO,fluconazole,AFLUZ,,0.0
308,candida,A_CANDIDA,candida tropicalis,CTRO,itraconazole,AITR,,0.0
309,candida,A_CANDIDA,candida tropicalis,CTRO,voriconazole,AVOR,,0.0
310,chryseobacterium,A_CHRYSEOBACTERIUM,chryseobacterium sp.,A_CHRYSEOB,amikacin,AAMI,,1.0
311,chryseobacterium,A_CHRYSEOBACTERIUM,chryseobacterium sp.,A_CHRYSEOB,augmentin,AAUG,,1.0
312,chryseobacterium,A_CHRYSEOBACTERIUM,chryseobacterium sp.,A_CHRYSEOB,aztreonam,AAZT,,1.0
313,chryseobacterium,A_CHRYSEOBACTERIUM,chryseobacterium sp.,A_CHRYSEOB,ceftazidime,ACAZ,,0.0
314,chryseobacterium,A_CHRYSEOBACTERIUM,chryseobacterium sp.,A_CHRYSEOB,cephalexin,ACELX,,1.0
315,chryseobacterium,A_CHRYSEOBACTERIUM,chryseobacterium sp.,A_CHRYSEOB,ciprofloxacin,ACIP,,1.0
316,chryseobacterium,A_CHRYSEOBACTERIUM,chryseobacterium sp.,A_CHRYSEOB,colistin sulphate,ACOL,,1.0
317,chryseobacterium,A_CHRYSEOBACTERIUM,chryseobacterium sp.,A_CHRYSEOB,gentamicin,AGEN,,1.0
318,chryseobacterium,A_CHRYSEOBACTERIUM,chryseobacterium sp.,A_CHRYSEOB,imipenem,AIMP,,1.0
319,chryseobacterium,A_CHRYSEOBACTERIUM,chryseobacterium sp.,A_CHRYSEOB,meropenem,AMER,,1.0
320,chryseobacterium,A_CHRYSEOBACTERIUM,chryseobacterium sp.,A_CHRYSEOB,nitrofurantoin,ANIT,,1.0
321,chryseobacterium,A_CHRYSEOBACTERIUM,chryseobacterium sp.,A_CHRYSEOB,tazocin,ATAZ,,0.0
322,chryseobacterium,A_CHRYSEOBACTERIUM,chryseobacterium sp.,A_CHRYSEOB,tobramycin,ATOB,,1.0
323,chryseobacterium,A_CHRYSEOBACTERIUM,chryseobacterium sp.,A_CHRYSEOB,trimethoprim,ATRI,,0.0
324,chryseobacterium,A_CHRYSEOBACTERIUM,chryseobacterium indologenes,CIND,amikacin,AAMI,,0.0
325,chryseobacterium,A_CHRYSEOBACTERIUM,chryseobacterium indologenes,CIND,augmentin,AAUG,,0.0
326,chryseobacterium,A_CHRYSEOBACTERIUM,chryseobacterium indologenes,CIND,ceftazidime,ACAZ,,0.0
327,chryseobacterium,A_CHRYSEOBACTERIUM,chryseobacterium indologenes,CIND,cephalexin,ACELX,,0.0
328,chryseobacterium,A_CHRYSEOBACTERIUM,chryseobacterium indologenes,CIND,ciprofloxacin,ACIP,,0.0
329,chryseobacterium,A_CHRYSEOBACTERIUM,chryseobacterium indologenes,CIND,gentamicin,AGEN,,0.0
330,chryseobacterium,A_CHRYSEOBACTERIUM,chryseobacterium indologenes,CIND,meropenem,AMER,,0.0
331,chryseobacterium,A_CHRYSEOBACTERIUM,chryseobacterium indologenes,CIND,nitrofurantoin,ANIT,,0.0
332,chryseobacterium,A_CHRYSEOBACTERIUM,chryseobacterium indologenes,CIND,tazocin,ATAZ,,0.0
333,chryseobacterium,A_CHRYSEOBACTERIUM,chryseobacterium indologenes,CIND,trimethoprim,ATRI,,0.0
334,chryseomonas,A_CHRYSEOMONAS,chryseomonas sp.,A_CHRYSEOM,amikacin,AAMI,,0.0
335,chryseomonas,A_CHRYSEOMONAS,chryseomonas sp.,A_CHRYSEOM,augmentin,AAUG,,0.0
336,chryseomonas,A_CHRYSEOMONAS,chryseomonas sp.,A_CHRYSEOM,ceftazidime,ACAZ,,1.0
337,chryseomonas,A_CHRYSEOMONAS,chryseomonas sp.,A_CHRYSEOM,cephalexin,ACELX,,1.0
338,chryseomonas,A_CHRYSEOMONAS,chryseomonas sp.,A_CHRYSEOM,ciprofloxacin,ACIP,,0.0
339,chryseomonas,A_CHRYSEOMONAS,chryseomonas sp.,A_CHRYSEOM,colistin sulphate,ACOL,,0.0
340,chryseomonas,A_CHRYSEOMONAS,chryseomonas sp.,A_CHRYSEOM,cefotaxime,ACTX,,0.0
341,chryseomonas,A_CHRYSEOMONAS,chryseomonas sp.,A_CHRYSEOM,cefuroxime,ACXM,,1.0
342,chryseomonas,A_CHRYSEOMONAS,chryseomonas sp.,A_CHRYSEOM,cefoxitin,ACXT,,1.0
343,chryseomonas,A_CHRYSEOMONAS,chryseomonas sp.,A_CHRYSEOM,esbl markers,AESBL,,1.0
344,chryseomonas,A_CHRYSEOMONAS,chryseomonas sp.,A_CHRYSEOM,gentamicin,AGEN,,0.0
345,chryseomonas,A_CHRYSEOMONAS,chryseomonas sp.,A_CHRYSEOM,imipenem,AIMP,,0.0
346,chryseomonas,A_CHRYSEOMONAS,chryseomonas sp.,A_CHRYSEOM,mecillinam,AMEC,,1.0
347,chryseomonas,A_CHRYSEOMONAS,chryseomonas sp.,A_CHRYSEOM,meropenem,AMER,,0.0
348,chryseomonas,A_CHRYSEOMONAS,chryseomonas sp.,A_CHRYSEOM,nitrofurantoin,ANIT,,1.0
349,chryseomonas,A_CHRYSEOMONAS,chryseomonas sp.,A_CHRYSEOM,tazocin,ATAZ,,0.0
350,chryseomonas,A_CHRYSEOMONAS,chryseomonas sp.,A_CHRYSEOM,tobramycin,ATOB,,0.0
351,chryseomonas,A_CHRYSEOMONAS,chryseomonas sp.,A_CHRYSEOM,trimethoprim,ATRI,,1.0
352,chryseomonas,A_CHRYSEOMONAS,chryseomonas sp.,A_CHRYSEOM,cefpodoxime,A_CEFPODOX,,1.0
353,citrobacter,A_CITROBACTER,citrobacter amalonaticus,CAMA,amikacin,AAMI,,0.0
354,citrobacter,A_CITROBACTER,citrobacter amalonaticus,CAMA,augmentin,AAUG,,0.5
355,citrobacter,A_CITROBACTER,citrobacter amalonaticus,CAMA,ceftazidime,ACAZ,,1.0
356,citrobacter,A_CITROBACTER,citrobacter amalonaticus,CAMA,cephalexin,ACELX,,0.5
357,citrobacter,A_CITROBACTER,citrobacter amalonaticus,CAMA,ciprofloxacin,ACIP,,0.5
358,citrobacter,A_CITROBACTER,citrobacter amalonaticus,CAMA,colistin sulphate,ACOL,,0.0
359,citrobacter,A_CITROBACTER,citrobacter amalonaticus,CAMA,cefotaxime,ACTX,,1.0
360,citrobacter,A_CITROBACTER,citrobacter amalonaticus,CAMA,cefoxitin,ACXT,,1.0
361,citrobacter,A_CITROBACTER,citrobacter amalonaticus,CAMA,ertapenem,AERT,,0.0
362,citrobacter,A_CITROBACTER,citrobacter amalonaticus,CAMA,esbl markers,AESBL,,1.0
363,citrobacter,A_CITROBACTER,citrobacter amalonaticus,CAMA,gentamicin,AGEN,,0.5
364,citrobacter,A_CITROBACTER,citrobacter amalonaticus,CAMA,mecillinam,AMEC,,0.0
365,citrobacter,A_CITROBACTER,citrobacter amalonaticus,CAMA,meropenem,AMER,,0.0
366,citrobacter,A_CITROBACTER,citrobacter amalonaticus,CAMA,nitrofurantoin,ANIT,,0.0
367,citrobacter,A_CITROBACTER,citrobacter amalonaticus,CAMA,tazocin,ATAZ,,1.0
368,citrobacter,A_CITROBACTER,citrobacter amalonaticus,CAMA,temocillin,ATEM,,0.0
369,citrobacter,A_CITROBACTER,citrobacter amalonaticus,CAMA,trimethoprim,ATRI,,0.5
370,citrobacter,A_CITROBACTER,citrobacter braakii,CBRA,amikacin,AAMI,,0.0
371,citrobacter,A_CITROBACTER,citrobacter braakii,CBRA,amp c markers,AAMPC,,0.0
372,citrobacter,A_CITROBACTER,citrobacter braakii,CBRA,augmentin,AAUG,,0.8
373,citrobacter,A_CITROBACTER,citrobacter braakii,CBRA,ceftazidime,ACAZ,,0.0
374,citrobacter,A_CITROBACTER,citrobacter braakii,CBRA,cephalexin,ACELX,,0.6
375,citrobacter,A_CITROBACTER,citrobacter braakii,CBRA,ciprofloxacin,ACIP,,0.0
376,citrobacter,A_CITROBACTER,citrobacter braakii,CBRA,colistin sulphate,ACOL,,0.0
377,citrobacter,A_CITROBACTER,citrobacter braakii,CBRA,cefotaxime,ACTX,,0.0
378,citrobacter,A_CITROBACTER,citrobacter braakii,CBRA,cefoxitin,ACXT,,1.0
379,citrobacter,A_CITROBACTER,citrobacter braakii,CBRA,ertapenem,AERT,,0.0
380,citrobacter,A_CITROBACTER,citrobacter braakii,CBRA,esbl markers,AESBL,,1.0
381,citrobacter,A_CITROBACTER,citrobacter braakii,CBRA,gentamicin,AGEN,,0.0
382,citrobacter,A_CITROBACTER,citrobacter braakii,CBRA,mecillinam,AMEC,,0.0
383,citrobacter,A_CITROBACTER,citrobacter braakii,CBRA,meropenem,AMER,,0.0
384,citrobacter,A_CITROBACTER,citrobacter braakii,CBRA,nitrofurantoin,ANIT,,0.0
385,citrobacter,A_CITROBACTER,citrobacter braakii,CBRA,tazocin,ATAZ,,0.0
386,citrobacter,A_CITROBACTER,citrobacter braakii,CBRA,temocillin,ATEM,,0.25
387,citrobacter,A_CITROBACTER,citrobacter braakii,CBRA,trimethoprim,ATRI,,0.0
388,citrobacter,A_CITROBACTER,citrobacter freundii,CFRE,amikacin,AAMI,,0.0436893203883
389,citrobacter,A_CITROBACTER,citrobacter freundii,CFRE,amoxycillin,AAMO,,1.0
390,citrobacter,A_CITROBACTER,citrobacter freundii,CFRE,amp c markers,AAMPC,,0.0496894409938
391,citrobacter,A_CITROBACTER,citrobacter freundii,CFRE,augmentin,AAUG,,0.928251121076
392,citrobacter,A_CITROBACTER,citrobacter freundii,CFRE,ceftazidime,ACAZ,,0.23786407766999998
393,citrobacter,A_CITROBACTER,citrobacter freundii,CFRE,cephalexin,ACELX,,0.9013452914799999
394,citrobacter,A_CITROBACTER,citrobacter freundii,CFRE,ciprofloxacin,ACIP,,0.14798206277999998
395,citrobacter,A_CITROBACTER,citrobacter freundii,CFRE,colistin sulphate,ACOL,,0.006060606060609999
396,citrobacter,A_CITROBACTER,citrobacter freundii,CFRE,cefotaxime,ACTX,,0.21951219512200001
397,citrobacter,A_CITROBACTER,citrobacter freundii,CFRE,cefuroxime,ACXM,,0.0
398,citrobacter,A_CITROBACTER,citrobacter freundii,CFRE,cefoxitin,ACXT,,0.9660194174760001
399,citrobacter,A_CITROBACTER,citrobacter freundii,CFRE,ertapenem,AERT,,0.0533980582524
400,citrobacter,A_CITROBACTER,citrobacter freundii,CFRE,esbl markers,AESBL,,0.8375
401,citrobacter,A_CITROBACTER,citrobacter freundii,CFRE,fosfomycin,AFOS,,0.5
402,citrobacter,A_CITROBACTER,citrobacter freundii,CFRE,gentamicin,AGEN,,0.156950672646
403,citrobacter,A_CITROBACTER,citrobacter freundii,CFRE,imipenem,AIMP,,1.0
404,citrobacter,A_CITROBACTER,citrobacter freundii,CFRE,mecillinam,AMEC,,0.0339805825243
405,citrobacter,A_CITROBACTER,citrobacter freundii,CFRE,meropenem,AMER,,0.0191387559809
406,citrobacter,A_CITROBACTER,citrobacter freundii,CFRE,nitrofurantoin,ANIT,,0.067264573991
407,citrobacter,A_CITROBACTER,citrobacter freundii,CFRE,tazocin,ATAZ,,0.150485436893
408,citrobacter,A_CITROBACTER,citrobacter freundii,CFRE,temocillin,ATEM,,0.0339805825243
409,citrobacter,A_CITROBACTER,citrobacter freundii,CFRE,tigecycline,ATIG,,0.0
410,citrobacter,A_CITROBACTER,citrobacter freundii,CFRE,tobramycin,ATOB,,0.6
411,citrobacter,A_CITROBACTER,citrobacter freundii,CFRE,trimethoprim,ATRI,,0.21524663677099998
412,citrobacter,A_CITROBACTER,citrobacter freundii,CFRE,cefepime,A_CEFEPIME,,1.0
413,citrobacter,A_CITROBACTER,citrobacter sp.,CITRO,amikacin,AAMI,,0.0193548387097
414,citrobacter,A_CITROBACTER,citrobacter sp.,CITRO,amoxycillin,AAMO,,1.0
415,citrobacter,A_CITROBACTER,citrobacter sp.,CITRO,amp c markers,AAMPC,,0.052631578947400004
416,citrobacter,A_CITROBACTER,citrobacter sp.,CITRO,augmentin,AAUG,,0.876344086022
417,citrobacter,A_CITROBACTER,citrobacter sp.,CITRO,ceftazidime,ACAZ,,0.394904458599
418,citrobacter,A_CITROBACTER,citrobacter sp.,CITRO,cephalexin,ACELX,,0.7675675675679999
419,citrobacter,A_CITROBACTER,citrobacter sp.,CITRO,ciprofloxacin,ACIP,,0.11290322580600001
420,citrobacter,A_CITROBACTER,citrobacter sp.,CITRO,colistin sulphate,ACOL,,0.0687022900763
421,citrobacter,A_CITROBACTER,citrobacter sp.,CITRO,cefotaxime,ACTX,,0.39743589743600005
422,citrobacter,A_CITROBACTER,citrobacter sp.,CITRO,cefuroxime,ACXM,,0.7
423,citrobacter,A_CITROBACTER,citrobacter sp.,CITRO,cefoxitin,ACXT,,0.96178343949
424,citrobacter,A_CITROBACTER,citrobacter sp.,CITRO,ertapenem,AERT,,0.0915492957746
425,citrobacter,A_CITROBACTER,citrobacter sp.,CITRO,esbl markers,AESBL,,0.905263157895
426,citrobacter,A_CITROBACTER,citrobacter sp.,CITRO,gentamicin,AGEN,,0.125
427,citrobacter,A_CITROBACTER,citrobacter sp.,CITRO,imipenem,AIMP,,0.1
428,citrobacter,A_CITROBACTER,citrobacter sp.,CITRO,mecillinam,AMEC,,0.0460526315789
429,citrobacter,A_CITROBACTER,citrobacter sp.,CITRO,meropenem,AMER,,0.018987341772200003
430,citrobacter,A_CITROBACTER,citrobacter sp.,CITRO,nitrofurantoin,ANIT,,0.0540540540541
431,citrobacter,A_CITROBACTER,citrobacter sp.,CITRO,tazocin,ATAZ,,0.229299363057
432,citrobacter,A_CITROBACTER,citrobacter sp.,CITRO,temocillin,ATEM,,0.049295774647900005
433,citrobacter,A_CITROBACTER,citrobacter sp.,CITRO,tigecycline,ATIG,,0.0
434,citrobacter,A_CITROBACTER,citrobacter sp.,CITRO,tobramycin,ATOB,,0.166666666667
435,citrobacter,A_CITROBACTER,citrobacter sp.,CITRO,trimethoprim,ATRI,,0.193548387097
436,citrobacter,A_CITROBACTER,citrobacter sp.,CITRO,cefpodoxime,A_CEFPODOX,,0.666666666667
437,citrobacter,A_CITROBACTER,citrobacter koseri,CKOS,amikacin,AAMI,,0.0
438,citrobacter,A_CITROBACTER,citrobacter koseri,CKOS,amp c markers,AAMPC,,0.625
439,citrobacter,A_CITROBACTER,citrobacter koseri,CKOS,augmentin,AAUG,,0.05102040816330001
440,citrobacter,A_CITROBACTER,citrobacter koseri,CKOS,ceftazidime,ACAZ,,0.28571428571400004
441,citrobacter,A_CITROBACTER,citrobacter koseri,CKOS,cephalexin,ACELX,,0.0816326530612
442,citrobacter,A_CITROBACTER,citrobacter koseri,CKOS,ciprofloxacin,ACIP,,0.030612244898
443,citrobacter,A_CITROBACTER,citrobacter koseri,CKOS,colistin sulphate,ACOL,,0.0
444,citrobacter,A_CITROBACTER,citrobacter koseri,CKOS,cefotaxime,ACTX,,0.5
445,citrobacter,A_CITROBACTER,citrobacter koseri,CKOS,cefoxitin,ACXT,,0.28571428571400004
446,citrobacter,A_CITROBACTER,citrobacter koseri,CKOS,ertapenem,AERT,,0.0
447,citrobacter,A_CITROBACTER,citrobacter koseri,CKOS,esbl markers,AESBL,,0.636363636364
448,citrobacter,A_CITROBACTER,citrobacter koseri,CKOS,gentamicin,AGEN,,0.030612244898
449,citrobacter,A_CITROBACTER,citrobacter koseri,CKOS,mecillinam,AMEC,,0.07142857142860001
450,citrobacter,A_CITROBACTER,citrobacter koseri,CKOS,meropenem,AMER,,0.0
451,citrobacter,A_CITROBACTER,citrobacter koseri,CKOS,nitrofurantoin,ANIT,,0.183673469388
452,citrobacter,A_CITROBACTER,citrobacter koseri,CKOS,tazocin,ATAZ,,0.14285714285700002
453,citrobacter,A_CITROBACTER,citrobacter koseri,CKOS,temocillin,ATEM,,0.07142857142860001
454,citrobacter,A_CITROBACTER,citrobacter koseri,CKOS,trimethoprim,ATRI,,0.163265306122
455,coliform,A_COLIFORM,coliform,COLIF,amikacin,AAMI,,0.0185676392573
456,coliform,A_COLIFORM,coliform,COLIF,amoxycillin,AAMO,,0.423076923077
457,coliform,A_COLIFORM,coliform,COLIF,amp c markers,AAMPC,,0.360606060606
458,coliform,A_COLIFORM,coliform,COLIF,augmentin,AAUG,,0.116029943211
459,coliform,A_COLIFORM,coliform,COLIF,aztreonam,AAZT,,0.33333333333299997
460,coliform,A_COLIFORM,coliform,COLIF,ceftazidime,ACAZ,,0.338046272494
461,coliform,A_COLIFORM,coliform,COLIF,cephalexin,ACELX,,0.08815159746480002
462,coliform,A_COLIFORM,coliform,COLIF,ciprofloxacin,ACIP,,0.04494526722469999
463,coliform,A_COLIFORM,coliform,COLIF,colistin sulphate,ACOL,,0.22633136094700002
464,coliform,A_COLIFORM,coliform,COLIF,ceftriaxone,ACONE,,1.0
465,coliform,A_COLIFORM,coliform,COLIF,cotrimoxazole,ACOT,,0.2
466,coliform,A_COLIFORM,coliform,COLIF,cefotaxime,ACTX,,0.33462033461999996
467,coliform,A_COLIFORM,coliform,COLIF,cefuroxime,ACXM,,0.5
468,coliform,A_COLIFORM,coliform,COLIF,cefoxitin,ACXT,,0.498711340206
469,coliform,A_COLIFORM,coliform,COLIF,ertapenem,AERT,,0.0717628705148
470,coliform,A_COLIFORM,coliform,COLIF,esbl markers,AESBL,,0.6884057971009999
471,coliform,A_COLIFORM,coliform,COLIF,fosfomycin,AFOS,,0.111111111111
472,coliform,A_COLIFORM,coliform,COLIF,gentamicin,AGEN,,0.0249066002491
473,coliform,A_COLIFORM,coliform,COLIF,imipenem,AIMP,,0.0121457489879
474,coliform,A_COLIFORM,coliform,COLIF,linezolid,ALIN,,0.0
475,coliform,A_COLIFORM,coliform,COLIF,mecillinam,AMEC,,0.159763313609
476,coliform,A_COLIFORM,coliform,COLIF,meropenem,AMER,,0.0115384615385
477,coliform,A_COLIFORM,coliform,COLIF,nitrofurantoin,ANIT,,0.222035432562
478,coliform,A_COLIFORM,coliform,COLIF,synercid,ASYN,,0.0
479,coliform,A_COLIFORM,coliform,COLIF,tazocin,ATAZ,,0.20901126408
480,coliform,A_COLIFORM,coliform,COLIF,teicoplanin,ATEI,,0.0
481,coliform,A_COLIFORM,coliform,COLIF,temocillin,ATEM,,0.07589285714289999
482,coliform,A_COLIFORM,coliform,COLIF,tigecycline,ATIG,,0.5
483,coliform,A_COLIFORM,coliform,COLIF,tobramycin,ATOB,,0.276595744681
484,coliform,A_COLIFORM,coliform,COLIF,trimethoprim,ATRI,,0.179018721756
485,coliform,A_COLIFORM,coliform,COLIF,vancomycin,AVAN,,0.0
486,coliform,A_COLIFORM,coliform,COLIF,cefpodoxime,A_CEFPODOX,,0.0449735449735
487,coliform,A_COLIFORM,coliform,COLIF,sulphamethoxazole,A_SULPHAME,,0.594594594595
488,coliform,A_COLIFORM,coliform,COLIF,timentin,A_TIMENTIN,,0.434210526316
489,coliform,A_COLIFORM,lactose fermenting coliform,LFC,amikacin,AAMI,,0.33333333333299997
490,coliform,A_COLIFORM,lactose fermenting coliform,LFC,amoxycillin,AAMO,,0.666666666667
491,coliform,A_COLIFORM,lactose fermenting coliform,LFC,amp c markers,AAMPC,,0.0
492,coliform,A_COLIFORM,lactose fermenting coliform,LFC,augmentin,AAUG,,0.210526315789
493,coliform,A_COLIFORM,lactose fermenting coliform,LFC,ceftazidime,ACAZ,,0.4
494,coliform,A_COLIFORM,lactose fermenting coliform,LFC,cephalexin,ACELX,,0.1875
495,coliform,A_COLIFORM,lactose fermenting coliform,LFC,ciprofloxacin,ACIP,,0.105263157895
496,coliform,A_COLIFORM,lactose fermenting coliform,LFC,colistin sulphate,ACOL,,0.33333333333299997
497,coliform,A_COLIFORM,lactose fermenting coliform,LFC,cefotaxime,ACTX,,0.4
498,coliform,A_COLIFORM,lactose fermenting coliform,LFC,cefuroxime,ACXM,,0.33333333333299997
499,coliform,A_COLIFORM,lactose fermenting coliform,LFC,cefoxitin,ACXT,,0.4
500,coliform,A_COLIFORM,lactose fermenting coliform,LFC,ertapenem,AERT,,0.25
501,coliform,A_COLIFORM,lactose fermenting coliform,LFC,esbl markers,AESBL,,1.0
502,coliform,A_COLIFORM,lactose fermenting coliform,LFC,gentamicin,AGEN,,0.0588235294118
503,coliform,A_COLIFORM,lactose fermenting coliform,LFC,imipenem,AIMP,,0.0
504,coliform,A_COLIFORM,lactose fermenting coliform,LFC,mecillinam,AMEC,,0.0
505,coliform,A_COLIFORM,lactose fermenting coliform,LFC,meropenem,AMER,,0.0
506,coliform,A_COLIFORM,lactose fermenting coliform,LFC,nitrofurantoin,ANIT,,0.294117647059
507,coliform,A_COLIFORM,lactose fermenting coliform,LFC,tazocin,ATAZ,,0.4
508,coliform,A_COLIFORM,lactose fermenting coliform,LFC,temocillin,ATEM,,0.25
509,coliform,A_COLIFORM,lactose fermenting coliform,LFC,trimethoprim,ATRI,,0.25
510,coliform,A_COLIFORM,lactose fermenting coliform,LFC,vancomycin,AVAN,,0.0
511,coliform,A_COLIFORM,lactose fermenting coliform,LFC,cefpodoxime,A_CEFPODOX,,0.33333333333299997
512,coliform,A_COLIFORM,lactose fermenting coliform,LFC,sulphamethoxazole,A_SULPHAME,,0.0
513,coliform,A_COLIFORM,lactose fermenting coliform,LFC,timentin,A_TIMENTIN,,1.0
514,coliform,A_COLIFORM,non-lactose fermenting coliform,NLF,amikacin,AAMI,,0.5
515,coliform,A_COLIFORM,non-lactose fermenting coliform,NLF,augmentin,AAUG,,0.166666666667
516,coliform,A_COLIFORM,non-lactose fermenting coliform,NLF,aztreonam,AAZT,,1.0
517,coliform,A_COLIFORM,non-lactose fermenting coliform,NLF,ceftazidime,ACAZ,,0.5
518,coliform,A_COLIFORM,non-lactose fermenting coliform,NLF,cephalexin,ACELX,,0.166666666667
519,coliform,A_COLIFORM,non-lactose fermenting coliform,NLF,ciprofloxacin,ACIP,,0.14285714285700002
520,coliform,A_COLIFORM,non-lactose fermenting coliform,NLF,colistin sulphate,ACOL,,0.5
521,coliform,A_COLIFORM,non-lactose fermenting coliform,NLF,cefotaxime,ACTX,,0.0
522,coliform,A_COLIFORM,non-lactose fermenting coliform,NLF,cefoxitin,ACXT,,0.0
523,coliform,A_COLIFORM,non-lactose fermenting coliform,NLF,ertapenem,AERT,,0.0
524,coliform,A_COLIFORM,non-lactose fermenting coliform,NLF,esbl markers,AESBL,,1.0
525,coliform,A_COLIFORM,non-lactose fermenting coliform,NLF,gentamicin,AGEN,,0.166666666667
526,coliform,A_COLIFORM,non-lactose fermenting coliform,NLF,imipenem,AIMP,,1.0
527,coliform,A_COLIFORM,non-lactose fermenting coliform,NLF,mecillinam,AMEC,,0.0
528,coliform,A_COLIFORM,non-lactose fermenting coliform,NLF,meropenem,AMER,,0.5
529,coliform,A_COLIFORM,non-lactose fermenting coliform,NLF,nitrofurantoin,ANIT,,0.33333333333299997
530,coliform,A_COLIFORM,non-lactose fermenting coliform,NLF,tazocin,ATAZ,,0.0
531,coliform,A_COLIFORM,non-lactose fermenting coliform,NLF,temocillin,ATEM,,0.0
532,coliform,A_COLIFORM,non-lactose fermenting coliform,NLF,tobramycin,ATOB,,1.0
533,coliform,A_COLIFORM,non-lactose fermenting coliform,NLF,trimethoprim,ATRI,,0.166666666667
534,coliform,A_COLIFORM,non-lactose fermenting coliform,NLF,cefpodoxime,A_CEFPODOX,,0.0
535,corynebacterium,A_CORYNEBACTERIUM,corynebacterium sp.,CORYN,amikacin,AAMI,p,0.0
536,corynebacterium,A_CORYNEBACTERIUM,corynebacterium sp.,CORYN,augmentin,AAUG,p,0.0
537,corynebacterium,A_CORYNEBACTERIUM,corynebacterium sp.,CORYN,ceftazidime,ACAZ,p,1.0
538,corynebacterium,A_CORYNEBACTERIUM,corynebacterium sp.,CORYN,cephalexin,ACELX,p,0.0
539,corynebacterium,A_CORYNEBACTERIUM,corynebacterium sp.,CORYN,ciprofloxacin,ACIP,p,0.42105263157899997
