domain,phylum,class,order,family,genus,species
Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,Allofrancisella,guangzhouensis
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,alcaliphilus
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Leucobacter,mucogenicum
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Aliidiomarina,taiwanensis
Bacteria,Firmicutes,Bacilli,Bacillales,Fictibacillaceae,Fictibacillus,solisalsi
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Nitrincolaceae,Neptuniibacter,marinus
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Cellulomonadaceae,Isoptericola,dokdonensis
Bacteria,Proteobacteria,Alphaproteobacteria,Azo,Inquilinaceae,Inquilinus,limosus
Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Aulosira,carnea
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,halifaxensis
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,caeni
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Frankiaceae,Frankia,discariae
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Cellulophaga,
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,paraffinicum
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Maricaulaceae,Marinicauda,pacifica
Bacteria,Firmicutes,Clostridia,Tissierellales,Sporanaerobacteraceae,Anaerosalibacter,
Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Nocardioidaceae,Marmoricola,scoriae
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Psychromonadaceae,Psychromonas,ossibalaenae
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,kandleri
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,plajomi
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,crocinum
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,liquoris
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niabella,drilacis
Bacteria,Firmicutes,Bacilli,Bacillales,Fictibacillaceae,Fictibacillus,gelatini
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,skermanii
Bacteria,Firmicutes,Moorellia,Desulfitibacterales,Desulfitibacteraceae,Desulfitibacter,
Bacteria,Actinobacteriota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,geranii
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Shimia,haliotis
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,guangdongensis
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceaniglobus,roseum
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,xiamenensis
Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Minicystis,rosea
Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Maridesulfovibrio,gilichinskyi
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Microbacterium,lemovicicum
Bacteria,Campylobacterota,Desulfurellia,Desulfurellales,Hippeaceae,Hippea,jasoniae
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Halomonas,xinjiangensis
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Erwinia,coffeiphila
Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,Ignavibacterium,
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavihumibacter,petaseus
Bacteria,Firmicutes,Clostridia,Lachno,Vallitaleaceae,Vallitalea,guaymasensis
Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacteraceae,Citrifermentans,pelophilum
Bacteria,Firmicutes,Bacilli,Lactobacillales,Listeriaceae,Listeria,riparia
Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfomicrobiaceae,Desulfomicrobium,
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Kineo,Kineo,
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Giesbergeria,anulus
Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Nitratiruptor,tergarcus
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,retamae
Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Paradesulfovibrio,bizertensis
Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Allofustis,seminis
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maribacter,aquivivus
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Azonexus,denitrificans
Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulforegulaceae,Desulforegula,conservatrix
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Zeaxanthinibacter,enoshimensis
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Agromyces,cerinus
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocella,aurea
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodo,Rhodo,Insoliti,
Bacteria,Firmicutes,Clostridia,Oscillo,Ruminococcaceae,Anaerotruncus,
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Alcanivoracaceae,Alcanivorax,hongdengensis
Bacteria,Firmicutes,Halanaerobiia,Halobacteroidales,Acetohalobiaceae,Selenihalanaerobacter,shriftii
Bacteria,Proteobacteria,Gammaproteobacteria,Nevskiales,Nevskiaceae,Polycyclovorans,algicola
Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Propionicicella,superfundia
Bacteria,Firmicutes,Bacilli,Staphylococcales,Salinicoccaceae,Salinicoccus,albus
Bacteria,Actinobacteriota,Actinomycetia,Strepto,Strepto,Nonomuraea,solani
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,circumdentaria
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Spongiibacteraceae,Spongiibacter,marinus
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,faecale
Bacteria,Proteobacteria,Alphaproteobacteria,Oceanibaculales,Oceanibaculaceae,Oceanibaculum,nanhaiense
Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,gresilensis
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,cavernae
Bacteria,Cyanobacteria,Cyanobacteriia,Thermosynechococcales,Thermosynechococcaceae,Acaryochloris,marina
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,segetis
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,sacchari
Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Koribacteraceae,Koribacter,
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,celatum
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,Microbulbifer,marinus
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Agrococcus,baldri
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Hydrogenophaga,flava
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Yaniella,halotolerans
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,timonensis
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Salinarimonas,rosea
Bacteria,Actinobacteriota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,roseus
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Caballeronia,fortuita
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Enterovibrio,celer
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,aestuarii
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Oleiphilaceae,Marinobacter,bohaiensis
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,soli
Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,currus
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Kaistella,palustre
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Maricaulaceae,Maricaulis,salignorans
Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Myxococcus,hansupus
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,punonensis
Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,Monju,
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Algoriphagus,boseongensis
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Frankiaceae,Frankia,elaeagni
Bacteria,Actinobacteriota,Actinomycetia,Euzebyales,Euzebyaceae,Euzebya,rosea
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Photorhabdus,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Photorhabdus,heterorhabditis
Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,sanguinis
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Centipeda,infelix
Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacter,curvatus
Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Cohnella,thermotolerans
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Paeniglutamicibacter,gangotriensis
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Alcanivoracaceae,Alcanivorax,pacificus
Bacteria,Firmicutes,Clostridia,Peptostreptococcales,Anaerovoracaceae,Eubacterium,brachy
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Pseudoduganella,umbonata
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,gaetbuli
Bacteria,Firmicutes,Bacilli,Haloplasmatales,Haloplasmataceae,Haloplasma,contractile
Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,troglodytis
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Bartonella,alsatica
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Methylibium,
Bacteria,Actinobacteriota,Actinomycetia,Sporichthyales,Sporichthyaceae,Sporichthya,polymorpha
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,palustris
Bacteria,Firmicutes,Bacilli,Mycoplasmatales,Metamycoplasmataceae,Mesomycoplasma,bovoculi
Bacteria,Firmicutes,Desulfuribacillia,Desulfuribacillales,Desulfuribacillaceae,Desulfuribacillus,stibiiarsenatis
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Geodermatophilaceae,Geodermatophilus,sabuli
Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylotetracoccus,oryzae
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Nitrincolaceae,Amphritea,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Microvirga,ossetica
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,populi
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pseudocitrobacter,
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Bifidobacteriaceae,Bifidobacterium,felsineum
Bacteria,Actinobacteriota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,yerevanensis
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Marinibacterium,profundimaris
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Rodentibacter,heidelbergensis
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,cerevisiae
Bacteria,Firmicutes,Bacilli,Thermoactinomycetales,Thermoactinomycetaceae,Seinonella,peptonophila
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Nocardia,vinacea
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pantoea,cypripedii
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,fodinae
Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Acidimicrobium,
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula,maiorica
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,desiccabilis
Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Koribacteraceae,Koribacter,versatilis
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Gynurincola,endophyticus
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Rhodopila,
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Bombilactobacillus,mellifer
Bacteria,Actinobacteriota,Actinomycetia,Streptomycetales,Catenuli,Catenuli,
Bacteria,Firmicutes,Bacilli,Mycoplasmatales,Mycoplasmoidaceae,Ureaplasma,
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Dyadobacter,crusticola
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Psittacicellaceae,Psittacicella,hinzii
Bacteria,Desulfobacterota,Desulfofervidia,Desulfofervidales,Desulfofervidaceae,Desulfofervidus,auxilii
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Nocardia,inohanensis
Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Nocardioidaceae,Marmoricola,ginsengisoli
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Taibaiella,koreensis
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Midichloriaceae,Marinoinvertebrata,rohwerii
Bacteria,Proteobacteria,Gammaproteobacteria,Nitrococcales,Nitrococcaceae,Spiribacter,salinus
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Umezawaea,tangerina
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Parvularculaceae,Marinicaulis,flavus
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,jeongneungensis
Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Phormidiaceae,Planktothrix,paucivesiculata
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Nitratireductor,basaltis
Bacteria,Aquificota,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Balnearium,
Bacteria,Firmicutes,Bacilli,Mycoplasmatales,Metamycoplasmataceae,Mycoplasmopsis,cricetuli
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacter,papayae
Bacteria,Firmicutes,Bacilli,Mycoplasmatales,Mycoplasmoidaceae,Eperythrozoon,parvum
Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Cyanobacteriaceae,Geminocystis,herdmanii
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Succinivibrionaceae,Succinivibrio,hippei
Bacteria,Actinobacteriota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,hyaluromycini
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maribacter,sedimenticola
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Microvirga,guangxiensis
Bacteria,Proteobacteria,Alphaproteobacteria,Caedimonadales,Caedimonadaceae,Paracaedimonas,
Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,Desulfocapsa,sulfexigens
Bacteria,Firmicutes,Clostridia,Peptostreptococcales,Peptostreptococcaceae,Romboutsia,
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Nocardia,thailandica
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Amycolatopsis,taiwanensis
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Nocardia,sienata
Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Planococcus,salinus
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,astaxanthinifaciens
Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,Sedimenticola,thiotaurini
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae,Georgenia,soli
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Dermatophilaceae,Knoellia,subterranea
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,Methyloceanibacter,caenitepidi
Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Planococcus,donghaensis
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Schwartzia,succinivorans
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Succinivibrionaceae,Succinimonas,amylolytica
Bacteria,Firmicutes,Clostridia,Lachno,Lachno,Pseudobutyrivibrio,fibrisolvens
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Nitrincolaceae,Marinobacterium,jannaschii
Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,nivea
Bacteria,Caldisericota,Caldisericia,Cryosericales,Cryosericaceae,Cryosericum,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Idiomarina,atlantica
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Yoonia,maricola
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Erwinia,toletana
Bacteria,Chloroflexota,Anaerolineae,Caldilineales,Caldilineaceae,Caldilinea,
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lacinutrix,mariniflava
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,gondwanensis
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Larkinella,knui
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Agrococcus,
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,marinus
Bacteria,Chloroflexota,Chloroflexia,Chloroflexales,Roseiflexaceae,Roseiflexus,
Bacteria,Cyanobacteria,Cyanobacteriia,Neosynechococcales,Neosynechococcaceae,Neosynechococcus,
Bacteria,Firmicutes,Clostridia,Tissierellales,Peptoniphilaceae,Peptoniphilus,
Bacteria,Actinobacteriota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,mangrovisoli
Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Propionibacterium,
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,pantholopis
Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Phormidiaceae,Planktothrix,serta
Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Eggerthella,timonensis
Bacteria,Actinobacteriota,Actinomycetia,Strepto,Strepto,Nonomuraea,zeae
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Alishewanella,jeotgali
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,elaeis
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Saccharothrix,syringae
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Cellulomonadaceae,Flavimobilis,massiliensis
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Idiomarina,halophila
Bacteria,Firmicutes,Bacilli,Brevibacillales,Brevibacillaceae,Brevibacillus,choshinensis
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,fragae
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,kribbensis
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,variabilis
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Henriciella,pelagia
Bacteria,Proteobacteria,Gammaproteobacteria,Nevskiales,Nevskiaceae,Solimonas,aquatica
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Arcanobacteraceae,Arcanobacter,lacustris
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dokdonella,fugitiva
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Pricia,antarctica
Bacteria,Firmicutes,Clostridia,Tissierellales,Gottschalkiaceae,Gottschalkia,acidurici
Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Solidesulfovibrio,fructosivorans
Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,stercoris
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,termiticola
Bacteria,Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,Planktophila,vernalis
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Actinobacillus,minor
Bacteria,Firmicutes,Bacilli,Bacillales,Amphibacillaceae,Lentibacillus,halodurans
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Bifidobacteriaceae,Aeriscardovia,aeriphila
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,bowdenii
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Ohtaekwangia,
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Nocardia,acidivorans
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodovulum,imhoffii
Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,impletisoli
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Pelomonas,puraquae
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Gluconobacter,samuiensis
Bacteria,Firmicutes,Clostridia,Acetivibrionales,Acetivibrionaceae,Acetivibrio,cellulolyticus
Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,aceti
Bacteria,Firmicutes,Bacilli,Bacillales,Amphibacillaceae,Oceanobacillus,chungangensis
Bacteria,Firmicutes,Bacilli,Bacillales,Halobacillaceae,Pontibacillus,yanchengensis
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Gelidibacter,
Bacteria,Actinobacteriota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,pauci
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,elodea
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Microbacterium,hydrothermale
Bacteria,Actinobacteriota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,yokosukanensis
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,geojensis
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,bornimense
Bacteria,Firmicutes,Bacilli,Bacillales,Jeotgalibacillaceae,Jeotgalibacillus,soli
Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfosudaceae,Desulfosudis,oleovorans
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Echinicola,rosea
Bacteria,Bdellovibrionota,Oligoflexia,Silvanigrellales,Silvanigrellaceae,Silvanigrella,aquatica
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,camelliae
Bacteria,Actinobacteriota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptacidiphilus,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Neorhizobium,smilacinae
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Nocardia,grenadensis
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,delicatus
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Glaciibacter,superstes
Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,luteus
Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,daphniae
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,pragensis
Bacteria,Actinobacteriota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,pathocidini
Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Alkalibacterium,pelagium
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Xenorhabdus,ishibashii
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Hoeflea,marina
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Secundilactobacillus,mixtipabuli
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,yangtzensis
Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,Melioribacteraceae,Melioribacter,roseus
Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Microlunatus,pho
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Photobacterium,proteolyticum
Bacteria,Deinococcota,Deinococci,Deinococcales,Thermaceae,Thermus,filiformis
