,DATE,MICROORGANISM,ANTIMICROBIAL,SENSITIVITY
5,Q3 2011,E. Coli,AMINOPENICILLINS,resistant
5,Q3 2011,E. Coli,AMINOPENICILLINS,resistant
5,Q3 2011,E. Coli,AMINOPENICILLINS,resistant
5,Q3 2011,E. Coli,AMINOPENICILLINS,resistant
5,Q3 2011,E. Coli,AMINOPENICILLINS,resistant
5,Q3 2011,E. Coli,AMINOPENICILLINS,resistant
5,Q3 2011,E. Coli,AMINOPENICILLINS,resistant
5,Q3 2011,E. Coli,AMINOPENICILLINS,resistant
5,Q3 2011,E. Coli,AMINOPENICILLINS,resistant
5,Q3 2011,E. Coli,AMINOPENICILLINS,resistant
5,Q3 2011,E. Coli,AMINOPENICILLINS,resistant
5,Q3 2011,E. Coli,AMINOPENICILLINS,resistant
5,Q3 2011,E. Coli,AMINOPENICILLINS,resistant
5,Q3 2011,E. Coli,AMINOPENICILLINS,resistant
5,Q3 2011,E. Coli,AMINOPENICILLINS,resistant
5,Q3 2011,E. Coli,AMINOPENICILLINS,resistant
5,Q3 2011,E. Coli,AMINOPENICILLINS,resistant
5,Q3 2011,E. Coli,AMINOPENICILLINS,resistant
5,Q3 2011,E. Coli,AMINOPENICILLINS,resistant
5,Q3 2011,E. Coli,AMINOPENICILLINS,resistant
5,Q3 2011,E. Coli,AMINOPENICILLINS,resistant
6,Q3 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",resistant
6,Q3 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",resistant
6,Q3 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",resistant
6,Q3 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",resistant
6,Q3 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",resistant
6,Q3 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",resistant
6,Q3 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",resistant
6,Q3 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",resistant
6,Q3 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",resistant
6,Q3 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",resistant
6,Q3 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",resistant
6,Q3 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",resistant
6,Q3 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",resistant
6,Q3 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",resistant
6,Q3 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",resistant
6,Q3 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",resistant
6,Q3 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",resistant
6,Q3 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",resistant
6,Q3 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",resistant
6,Q3 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",resistant
6,Q3 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",resistant
6,Q3 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",resistant
6,Q3 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",resistant
6,Q3 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",resistant
6,Q3 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",resistant
6,Q3 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",resistant
6,Q3 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",resistant
6,Q3 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",resistant
6,Q3 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",resistant
6,Q3 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",resistant
6,Q3 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",resistant
6,Q3 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",resistant
6,Q3 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",resistant
6,Q3 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",resistant
6,Q3 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",resistant
6,Q3 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",resistant
6,Q3 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",resistant
6,Q3 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",resistant
6,Q3 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",resistant
6,Q3 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",resistant
6,Q3 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",resistant
6,Q3 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",resistant
6,Q3 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",resistant
6,Q3 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",resistant
6,Q3 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",resistant
6,Q3 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",resistant
6,Q3 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",resistant
6,Q3 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",resistant
6,Q3 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",resistant
6,Q3 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",resistant
6,Q3 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",resistant
6,Q3 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",resistant
6,Q3 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",resistant
6,Q3 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",resistant
7,Q3 2011,E. Coli,G3 CEPHALOSPORINS,resistant
7,Q3 2011,E. Coli,G3 CEPHALOSPORINS,resistant
7,Q3 2011,E. Coli,G3 CEPHALOSPORINS,resistant
8,Q3 2011,E. Coli,"QUINOLONES, SYSTEMIC",resistant
8,Q3 2011,E. Coli,"QUINOLONES, SYSTEMIC",resistant
8,Q3 2011,E. Coli,"QUINOLONES, SYSTEMIC",resistant
8,Q3 2011,E. Coli,"QUINOLONES, SYSTEMIC",resistant
8,Q3 2011,E. Coli,"QUINOLONES, SYSTEMIC",resistant
8,Q3 2011,E. Coli,"QUINOLONES, SYSTEMIC",resistant
8,Q3 2011,E. Coli,"QUINOLONES, SYSTEMIC",resistant
8,Q3 2011,E. Coli,"QUINOLONES, SYSTEMIC",resistant
8,Q3 2011,E. Coli,"QUINOLONES, SYSTEMIC",resistant
8,Q3 2011,E. Coli,"QUINOLONES, SYSTEMIC",resistant
8,Q3 2011,E. Coli,"QUINOLONES, SYSTEMIC",resistant
8,Q3 2011,E. Coli,"QUINOLONES, SYSTEMIC",resistant
8,Q3 2011,E. Coli,"QUINOLONES, SYSTEMIC",resistant
8,Q3 2011,E. Coli,"QUINOLONES, SYSTEMIC",resistant
8,Q3 2011,E. Coli,"QUINOLONES, SYSTEMIC",resistant
8,Q3 2011,E. Coli,"QUINOLONES, SYSTEMIC",resistant
8,Q3 2011,E. Coli,"QUINOLONES, SYSTEMIC",resistant
8,Q3 2011,E. Coli,"QUINOLONES, SYSTEMIC",resistant
8,Q3 2011,E. Coli,"QUINOLONES, SYSTEMIC",resistant
8,Q3 2011,E. Coli,"QUINOLONES, SYSTEMIC",resistant
8,Q3 2011,E. Coli,"QUINOLONES, SYSTEMIC",resistant
8,Q3 2011,E. Coli,"QUINOLONES, SYSTEMIC",resistant
8,Q3 2011,E. Coli,"QUINOLONES, SYSTEMIC",resistant
8,Q3 2011,E. Coli,"QUINOLONES, SYSTEMIC",resistant
8,Q3 2011,E. Coli,"QUINOLONES, SYSTEMIC",resistant
8,Q3 2011,E. Coli,"QUINOLONES, SYSTEMIC",resistant
8,Q3 2011,E. Coli,"QUINOLONES, SYSTEMIC",resistant
8,Q3 2011,E. Coli,"QUINOLONES, SYSTEMIC",resistant
8,Q3 2011,E. Coli,"QUINOLONES, SYSTEMIC",resistant
8,Q3 2011,E. Coli,"QUINOLONES, SYSTEMIC",resistant
8,Q3 2011,E. Coli,"QUINOLONES, SYSTEMIC",resistant
8,Q3 2011,E. Coli,"QUINOLONES, SYSTEMIC",resistant
8,Q3 2011,E. Coli,"QUINOLONES, SYSTEMIC",resistant
8,Q3 2011,E. Coli,"QUINOLONES, SYSTEMIC",resistant
8,Q3 2011,E. Coli,"QUINOLONES, SYSTEMIC",resistant
8,Q3 2011,E. Coli,"QUINOLONES, SYSTEMIC",resistant
9,Q3 2011,E. Coli,SULFA & TRIMETH COMB,resistant
9,Q3 2011,E. Coli,SULFA & TRIMETH COMB,resistant
9,Q3 2011,E. Coli,SULFA & TRIMETH COMB,resistant
9,Q3 2011,E. Coli,SULFA & TRIMETH COMB,resistant
9,Q3 2011,E. Coli,SULFA & TRIMETH COMB,resistant
9,Q3 2011,E. Coli,SULFA & TRIMETH COMB,resistant
9,Q3 2011,E. Coli,SULFA & TRIMETH COMB,resistant
9,Q3 2011,E. Coli,SULFA & TRIMETH COMB,resistant
9,Q3 2011,E. Coli,SULFA & TRIMETH COMB,resistant
9,Q3 2011,E. Coli,SULFA & TRIMETH COMB,resistant
9,Q3 2011,E. Coli,SULFA & TRIMETH COMB,resistant
9,Q3 2011,E. Coli,SULFA & TRIMETH COMB,resistant
9,Q3 2011,E. Coli,SULFA & TRIMETH COMB,resistant
9,Q3 2011,E. Coli,SULFA & TRIMETH COMB,resistant
9,Q3 2011,E. Coli,SULFA & TRIMETH COMB,resistant
9,Q3 2011,E. Coli,SULFA & TRIMETH COMB,resistant
9,Q3 2011,E. Coli,SULFA & TRIMETH COMB,resistant
9,Q3 2011,E. Coli,SULFA & TRIMETH COMB,resistant
9,Q3 2011,E. Coli,SULFA & TRIMETH COMB,resistant
9,Q3 2011,E. Coli,SULFA & TRIMETH COMB,resistant
9,Q3 2011,E. Coli,SULFA & TRIMETH COMB,resistant
9,Q3 2011,E. Coli,SULFA & TRIMETH COMB,resistant
9,Q3 2011,E. Coli,SULFA & TRIMETH COMB,resistant
9,Q3 2011,E. Coli,SULFA & TRIMETH COMB,resistant
9,Q3 2011,E. Coli,SULFA & TRIMETH COMB,resistant
9,Q3 2011,E. Coli,SULFA & TRIMETH COMB,resistant
9,Q3 2011,E. Coli,SULFA & TRIMETH COMB,resistant
9,Q3 2011,E. Coli,SULFA & TRIMETH COMB,resistant
9,Q3 2011,E. Coli,SULFA & TRIMETH COMB,resistant
9,Q3 2011,E. Coli,SULFA & TRIMETH COMB,resistant
9,Q3 2011,E. Coli,SULFA & TRIMETH COMB,resistant
9,Q3 2011,E. Coli,SULFA & TRIMETH COMB,resistant
9,Q3 2011,E. Coli,SULFA & TRIMETH COMB,resistant
9,Q3 2011,E. Coli,SULFA & TRIMETH COMB,resistant
9,Q3 2011,E. Coli,SULFA & TRIMETH COMB,resistant
9,Q3 2011,E. Coli,SULFA & TRIMETH COMB,resistant
9,Q3 2011,E. Coli,SULFA & TRIMETH COMB,resistant
9,Q3 2011,E. Coli,SULFA & TRIMETH COMB,resistant
9,Q3 2011,E. Coli,SULFA & TRIMETH COMB,resistant
9,Q3 2011,E. Coli,SULFA & TRIMETH COMB,resistant
9,Q3 2011,E. Coli,SULFA & TRIMETH COMB,resistant
9,Q3 2011,E. Coli,SULFA & TRIMETH COMB,resistant
9,Q3 2011,E. Coli,SULFA & TRIMETH COMB,resistant
9,Q3 2011,E. Coli,SULFA & TRIMETH COMB,resistant
9,Q3 2011,E. Coli,SULFA & TRIMETH COMB,resistant
9,Q3 2011,E. Coli,SULFA & TRIMETH COMB,resistant
9,Q3 2011,E. Coli,SULFA & TRIMETH COMB,resistant
9,Q3 2011,E. Coli,SULFA & TRIMETH COMB,resistant
9,Q3 2011,E. Coli,SULFA & TRIMETH COMB,resistant
9,Q3 2011,E. Coli,SULFA & TRIMETH COMB,resistant
9,Q3 2011,E. Coli,SULFA & TRIMETH COMB,resistant
9,Q3 2011,E. Coli,SULFA & TRIMETH COMB,resistant
9,Q3 2011,E. Coli,SULFA & TRIMETH COMB,resistant
9,Q3 2011,E. Coli,SULFA & TRIMETH COMB,resistant
9,Q3 2011,E. Coli,SULFA & TRIMETH COMB,resistant
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
0,Q2 2011,E. Coli,AMINOPENICILLINS,sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
1,Q2 2011,E. Coli,"B-LACTAM, INCREASED ACTIVITY",sensitive
