species,year,Conditioning_Resistant,Antibiotic_1,Antibiotic_2,S1S2,S1R2,R1S2,R1R2,MIS
E. coli,2015/16,CEFTAZIDIME,AZTREONAM,CEFUROXIME,2,25,3,82,0.029450625
E. coli,2015/16,CEFTAZIDIME,AZTREONAM,CIPROFLOXACIN,19,8,35,52,0.214454355
E. coli,2015/16,CEFTAZIDIME,AZTREONAM,GENTAMICIN,20,7,66,21,-0.012966835
E. coli,2015/16,CEFTAZIDIME,AZTREONAM,PIPERACILLIN_TAZOBACTAM,25,1,66,19,0.119028645
E. coli,2015/16,CEFTAZIDIME,AZTREONAM,SULFA_TRIMETHOPRIM,16,11,52,35,-0.003694417
E. coli,2015/16,CEFTAZIDIME,AZTREONAM,TOBRAMYCIN,24,3,61,26,0.12844196
E. coli,2015/16,CEFTAZIDIME,CEFAZOLIN,CEFEPIME,0,0,66,109,0.005420684
E. coli,2015/16,CEFTAZIDIME,CEFAZOLIN,CEFTRIAXONE,1,0,17,390,0.024058798
E. coli,2015/16,CEFTAZIDIME,CEFAZOLIN,CEFUROXIME,0,0,0,114,0.048361681
E. coli,2015/16,CEFTAZIDIME,CEFAZOLIN,CIPROFLOXACIN,0,1,122,286,0.000968442
E. coli,2015/16,CEFTAZIDIME,CEFAZOLIN,GENTAMICIN,1,0,297,111,-0.001761045
E. coli,2015/16,CEFTAZIDIME,CEFAZOLIN,LEVOFLOXACIN,0,1,102,246,0.001327539
E. coli,2015/16,CEFTAZIDIME,CEFAZOLIN,NITROFURANTOIN,0,0,329,54,-0.00825367
E. coli,2015/16,CEFTAZIDIME,CEFAZOLIN,PIPERACILLIN_TAZOBACTAM,1,0,344,58,-0.005948699
E. coli,2015/16,CEFTAZIDIME,CEFAZOLIN,SULFA_TRIMETHOPRIM,0,1,184,223,-0.003403349
E. coli,2015/16,CEFTAZIDIME,CEFAZOLIN,TOBRAMYCIN,0,0,126,55,-0.008517938
E. coli,2015/16,CEFTAZIDIME,CEFEPIME,CEFTRIAXONE,28,357,2,231,0.05417333
E. coli,2015/16,CEFTAZIDIME,CEFEPIME,CEFUROXIME,3,75,2,104,0.019191749
E. coli,2015/16,CEFTAZIDIME,CEFEPIME,CIPROFLOXACIN,188,197,39,196,0.291887948
E. coli,2015/16,CEFTAZIDIME,CEFEPIME,GENTAMICIN,299,86,176,59,0.026122777
E. coli,2015/16,CEFTAZIDIME,CEFEPIME,LEVOFLOXACIN,170,189,37,165,0.258731825
E. coli,2015/16,CEFTAZIDIME,CEFEPIME,NITROFURANTOIN,333,34,178,37,0.074734461
E. coli,2015/16,CEFTAZIDIME,CEFEPIME,PIPERACILLIN_TAZOBACTAM,322,59,198,37,0.002446573
E. coli,2015/16,CEFTAZIDIME,CEFEPIME,SULFA_TRIMETHOPRIM,226,159,83,151,0.216349717
E. coli,2015/16,CEFTAZIDIME,CEFEPIME,TOBRAMYCIN,302,83,128,107,0.225268159
E. coli,2015/16,CEFTAZIDIME,CEFTRIAXONE,CEFUROXIME,0,7,4,177,0.017440379
E. coli,2015/16,CEFTAZIDIME,CEFTRIAXONE,CIPROFLOXACIN,21,12,262,562,0.048089843
E. coli,2015/16,CEFTAZIDIME,CEFTRIAXONE,GENTAMICIN,27,6,607,217,0.011731848
E. coli,2015/16,CEFTAZIDIME,CEFTRIAXONE,LEVOFLOXACIN,19,10,244,524,0.048233997
E. coli,2015/16,CEFTAZIDIME,CEFTRIAXONE,NITROFURANTOIN,29,1,665,109,0.013609981
E. coli,2015/16,CEFTAZIDIME,CEFTRIAXONE,PIPERACILLIN_TAZOBACTAM,23,9,697,119,-0.020889017
E. coli,2015/16,CEFTAZIDIME,CEFTRIAXONE,SULFA_TRIMETHOPRIM,19,14,388,435,0.015449766
E. coli,2015/16,CEFTAZIDIME,CEFTRIAXONE,TOBRAMYCIN,25,5,411,188,0.025583989
E. coli,2015/16,CEFTAZIDIME,CEFUROXIME,CIPROFLOXACIN,2,3,69,116,0.002778891
E. coli,2015/16,CEFTAZIDIME,CEFUROXIME,GENTAMICIN,4,1,141,44,0.0038229
E. coli,2015/16,CEFTAZIDIME,CEFUROXIME,LEVOFLOXACIN,2,3,55,79,-0.00144784
E. coli,2015/16,CEFTAZIDIME,CEFUROXIME,NITROFURANTOIN,4,0,142,19,-0.006208816
E. coli,2015/16,CEFTAZIDIME,CEFUROXIME,PIPERACILLIN_TAZOBACTAM,5,0,150,31,0.004459552
E. coli,2015/16,CEFTAZIDIME,CEFUROXIME,SULFA_TRIMETHOPRIM,4,1,94,91,0.028855463
E. coli,2015/16,CEFTAZIDIME,CEFUROXIME,TOBRAMYCIN,3,2,129,56,-0.010140206
E. coli,2015/16,CEFTAZIDIME,CIPROFLOXACIN,GENTAMICIN,238,46,399,178,0.126298217
E. coli,2015/16,CEFTAZIDIME,CIPROFLOXACIN,LEVOFLOXACIN,262,1,2,536,0.644532969
E. coli,2015/16,CEFTAZIDIME,CIPROFLOXACIN,NITROFURANTOIN,254,15,443,96,0.102526295
E. coli,2015/16,CEFTAZIDIME,CIPROFLOXACIN,PIPERACILLIN_TAZOBACTAM,228,52,494,76,-0.046723399
E. coli,2015/16,CEFTAZIDIME,CIPROFLOXACIN,SULFA_TRIMETHOPRIM,212,72,199,377,0.344584134
E. coli,2015/16,CEFTAZIDIME,CIPROFLOXACIN,TOBRAMYCIN,214,18,225,176,0.310656256
E. coli,2015/16,CEFTAZIDIME,GENTAMICIN,LEVOFLOXACIN,224,365,40,172,0.144692891
E. coli,2015/16,CEFTAZIDIME,GENTAMICIN,NITROFURANTOIN,528,72,169,39,0.052617192
E. coli,2015/16,CEFTAZIDIME,GENTAMICIN,PIPERACILLIN_TAZOBACTAM,535,93,187,35,0.007407746
E. coli,2015/16,CEFTAZIDIME,GENTAMICIN,SULFA_TRIMETHOPRIM,322,314,89,135,0.083652998
E. coli,2015/16,CEFTAZIDIME,GENTAMICIN,TOBRAMYCIN,409,78,30,116,0.435866406
E. coli,2015/16,CEFTAZIDIME,LEVOFLOXACIN,NITROFURANTOIN,236,13,413,93,0.109076081
E. coli,2015/16,CEFTAZIDIME,LEVOFLOXACIN,PIPERACILLIN_TAZOBACTAM,211,49,463,67,-0.055402308
E. coli,2015/16,CEFTAZIDIME,LEVOFLOXACIN,SULFA_TRIMETHOPRIM,195,69,189,348,0.332646713
E. coli,2015/16,CEFTAZIDIME,LEVOFLOXACIN,TOBRAMYCIN,194,18,202,159,0.308495731
E. coli,2015/16,CEFTAZIDIME,NITROFURANTOIN,PIPERACILLIN_TAZOBACTAM,588,103,91,15,-0.003468552
E. coli,2015/16,CEFTAZIDIME,NITROFURANTOIN,SULFA_TRIMETHOPRIM,351,345,35,76,0.088548565
E. coli,2015/16,CEFTAZIDIME,NITROFURANTOIN,TOBRAMYCIN,365,157,52,21,-0.005624254
E. coli,2015/16,CEFTAZIDIME,PIPERACILLIN_TAZOBACTAM,SULFA_TRIMETHOPRIM,338,383,65,63,-0.019989576
E. coli,2015/16,CEFTAZIDIME,PIPERACILLIN_TAZOBACTAM,TOBRAMYCIN,369,159,61,35,0.033309517
E. coli,2015/16,CEFTAZIDIME,SULFA_TRIMETHOPRIM,TOBRAMYCIN,256,60,182,134,0.230642639
E. coli,2017/18,CEFTAZIDIME,AMOXICILLIN_CLAVULANATE,AMPICILLIN,4,224,0,390,0.017601877
E. coli,2017/18,CEFTAZIDIME,AMOXICILLIN_CLAVULANATE,AMPICILLIN_SULBACTAM,83,144,0,391,0.303027316
E. coli,2017/18,CEFTAZIDIME,AMOXICILLIN_CLAVULANATE,CEFEPIME,155,60,285,98,-0.021402508
E. coli,2017/18,CEFTAZIDIME,AMOXICILLIN_CLAVULANATE,CEFTRIAXONE,5,223,7,381,0.003646172
E. coli,2017/18,CEFTAZIDIME,AMOXICILLIN_CLAVULANATE,CIPROFLOXACIN,67,161,159,232,-0.10420522
E. coli,2017/18,CEFTAZIDIME,AMOXICILLIN_CLAVULANATE,GENTAMICIN,196,32,266,125,0.161900339
E. coli,2017/18,CEFTAZIDIME,AMOXICILLIN_CLAVULANATE,LEVOFLOXACIN,67,161,145,221,-0.096197158
E. coli,2017/18,CEFTAZIDIME,AMOXICILLIN_CLAVULANATE,NITROFURANTOIN,180,32,325,32,-0.057839765
E. coli,2017/18,CEFTAZIDIME,AMOXICILLIN_CLAVULANATE,PIPERACILLIN_TAZOBACTAM,212,2,299,82,0.163428114
E. coli,2017/18,CEFTAZIDIME,AMOXICILLIN_CLAVULANATE,SULFA_TRIMETHOPRIM,106,122,217,174,-0.083750673
E. coli,2017/18,CEFTAZIDIME,AMOXICILLIN_CLAVULANATE,TOBRAMYCIN,198,30,213,177,0.285730018
E. coli,2017/18,CEFTAZIDIME,AMPICILLIN,AMPICILLIN_SULBACTAM,8,0,169,972,0.028374192
E. coli,2017/18,CEFTAZIDIME,AMPICILLIN,AZTREONAM,1,3,41,162,0.003710004
E. coli,2017/18,CEFTAZIDIME,AMPICILLIN,CEFAZOLIN,4,1,3,571,0.04289352
E. coli,2017/18,CEFTAZIDIME,AMPICILLIN,CEFEPIME,6,2,526,235,0.002385507
E. coli,2017/18,CEFTAZIDIME,AMPICILLIN,CEFTRIAXONE,3,6,24,1114,0.013662251
E. coli,2017/18,CEFTAZIDIME,AMPICILLIN,CEFUROXIME,3,1,2,253,0.065973633
E. coli,2017/18,CEFTAZIDIME,AMPICILLIN,CIPROFLOXACIN,8,1,411,729,0.015923463
E. coli,2017/18,CEFTAZIDIME,AMPICILLIN,GENTAMICIN,4,5,854,287,-0.009920071
E. coli,2017/18,CEFTAZIDIME,AMPICILLIN,LEVOFLOXACIN,5,1,361,704,0.010946729
E. coli,2017/18,CEFTAZIDIME,AMPICILLIN,NITROFURANTOIN,8,1,960,122,5.36842E-05
E. coli,2017/18,CEFTAZIDIME,AMPICILLIN,PIPERACILLIN_TAZOBACTAM,8,0,982,134,0.000715055
E. coli,2017/18,CEFTAZIDIME,AMPICILLIN,SULFA_TRIMETHOPRIM,7,1,563,578,0.009946877
E. coli,2017/18,CEFTAZIDIME,AMPICILLIN,TOBRAMYCIN,4,5,546,234,-0.011881127
E. coli,2017/18,CEFTAZIDIME,AMPICILLIN_SULBACTAM,AZTREONAM,1,28,41,138,-0.081926993
E. coli,2017/18,CEFTAZIDIME,AMPICILLIN_SULBACTAM,CEFAZOLIN,3,93,3,481,0.015258369
E. coli,2017/18,CEFTAZIDIME,AMPICILLIN_SULBACTAM,CEFEPIME,78,31,453,207,0.014153456
E. coli,2017/18,CEFTAZIDIME,AMPICILLIN_SULBACTAM,CEFTRIAXONE,4,173,23,948,-0.000565314
E. coli,2017/18,CEFTAZIDIME,AMPICILLIN_SULBACTAM,CEFUROXIME,3,43,2,212,0.035760849
E. coli,2017/18,CEFTAZIDIME,AMPICILLIN_SULBACTAM,CIPROFLOXACIN,45,132,374,599,-0.066500505
E. coli,2017/18,CEFTAZIDIME,AMPICILLIN_SULBACTAM,GENTAMICIN,163,14,696,278,0.098678791
E. coli,2017/18,CEFTAZIDIME,AMPICILLIN_SULBACTAM,LEVOFLOXACIN,42,132,323,573,-0.063616717
E. coli,2017/18,CEFTAZIDIME,AMPICILLIN_SULBACTAM,NITROFURANTOIN,151,15,817,109,0.013815716
E. coli,2017/18,CEFTAZIDIME,AMPICILLIN_SULBACTAM,PIPERACILLIN_TAZOBACTAM,173,0,816,135,0.058979623
E. coli,2017/18,CEFTAZIDIME,AMPICILLIN_SULBACTAM,SULFA_TRIMETHOPRIM,61,115,509,464,-0.090824746
E. coli,2017/18,CEFTAZIDIME,AMPICILLIN_SULBACTAM,TOBRAMYCIN,103,10,447,229,0.112970197
E. coli,2017/18,CEFTAZIDIME,AZTREONAM,CEFAZOLIN,3,32,2,145,0.048615521
E. coli,2017/18,CEFTAZIDIME,AZTREONAM,CEFEPIME,41,1,77,89,0.287186594
E. coli,2017/18,CEFTAZIDIME,AZTREONAM,CEFTRIAXONE,7,32,4,162,0.103430743
E. coli,2017/18,CEFTAZIDIME,AZTREONAM,CEFUROXIME,2,40,3,163,0.020166873
E. coli,2017/18,CEFTAZIDIME,AZTREONAM,CIPROFLOXACIN,33,9,70,96,0.227134906
E. coli,2017/18,CEFTAZIDIME,AZTREONAM,GENTAMICIN,36,6,131,35,0.042795701
E. coli,2017/18,CEFTAZIDIME,AZTREONAM,LEVOFLOXACIN,16,2,30,80,0.284522865
E. coli,2017/18,CEFTAZIDIME,AZTREONAM,NITROFURANTOIN,38,1,141,14,0.037896867
E. coli,2017/18,CEFTAZIDIME,AZTREONAM,PIPERACILLIN_TAZOBACTAM,39,3,145,20,0.031044513
E. coli,2017/18,CEFTAZIDIME,AZTREONAM,SULFA_TRIMETHOPRIM,31,11,95,71,0.104864285
E. coli,2017/18,CEFTAZIDIME,AZTREONAM,TOBRAMYCIN,38,4,127,39,0.085021567
E. coli,2017/18,CEFTAZIDIME,CEFAZOLIN,CEFEPIME,5,1,110,85,0.029656491
E. coli,2017/18,CEFTAZIDIME,CEFAZOLIN,CEFTRIAXONE,3,4,14,557,0.026825238
E. coli,2017/18,CEFTAZIDIME,CEFAZOLIN,CEFUROXIME,4,1,0,222,0.111064088
E. coli,2017/18,CEFTAZIDIME,CEFAZOLIN,CIPROFLOXACIN,4,3,212,361,0.009726123
E. coli,2017/18,CEFTAZIDIME,CEFAZOLIN,GENTAMICIN,3,4,433,141,-0.016330926
E. coli,2017/18,CEFTAZIDIME,CEFAZOLIN,LEVOFLOXACIN,1,1,160,342,0.002933199
E. coli,2017/18,CEFTAZIDIME,CEFAZOLIN,NITROFURANTOIN,5,2,495,63,-0.009327898
E. coli,2017/18,CEFTAZIDIME,CEFAZOLIN,PIPERACILLIN_TAZOBACTAM,7,0,491,60,-5.06969E-05
E. coli,2017/18,CEFTAZIDIME,CEFAZOLIN,SULFA_TRIMETHOPRIM,6,0,271,302,0.020572574
E. coli,2017/18,CEFTAZIDIME,CEFAZOLIN,TOBRAMYCIN,5,2,169,44,-0.010019471
E. coli,2017/18,CEFTAZIDIME,CEFEPIME,CEFTRIAXONE,19,510,1,237,0.023928351
E. coli,2017/18,CEFTAZIDIME,CEFEPIME,CEFUROXIME,5,118,0,96,0.035107868
E. coli,2017/18,CEFTAZIDIME,CEFEPIME,CIPROFLOXACIN,266,266,41,196,0.2674156
E. coli,2017/18,CEFTAZIDIME,CEFEPIME,GENTAMICIN,418,114,168,70,0.068753132
E. coli,2017/18,CEFTAZIDIME,CEFEPIME,LEVOFLOXACIN,212,244,40,194,0.253655628
E. coli,2017/18,CEFTAZIDIME,CEFEPIME,NITROFURANTOIN,463,41,179,32,0.059744584
E. coli,2017/18,CEFTAZIDIME,CEFEPIME,PIPERACILLIN_TAZOBACTAM,466,62,205,32,0.015131502
E. coli,2017/18,CEFTAZIDIME,CEFEPIME,SULFA_TRIMETHOPRIM,322,210,96,142,0.171678348
E. coli,2017/18,CEFTAZIDIME,CEFEPIME,TOBRAMYCIN,392,139,145,92,0.108624175
E. coli,2017/18,CEFTAZIDIME,CEFTRIAXONE,CEFUROXIME,3,9,2,243,0.056777038
E. coli,2017/18,CEFTAZIDIME,CEFTRIAXONE,CIPROFLOXACIN,20,7,398,723,0.03551098
E. coli,2017/18,CEFTAZIDIME,CEFTRIAXONE,GENTAMICIN,22,5,835,287,0.006314087
E. coli,2017/18,CEFTAZIDIME,CEFTRIAXONE,LEVOFLOXACIN,15,3,349,701,0.032970174
E. coli,2017/18,CEFTAZIDIME,CEFTRIAXONE,NITROFURANTOIN,24,1,942,123,0.006113935
E. coli,2017/18,CEFTAZIDIME,CEFTRIAXONE,PIPERACILLIN_TAZOBACTAM,22,3,966,131,-5.08643E-05
E. coli,2017/18,CEFTAZIDIME,CEFTRIAXONE,SULFA_TRIMETHOPRIM,19,8,549,571,0.019352115
E. coli,2017/18,CEFTAZIDIME,CEFTRIAXONE,TOBRAMYCIN,19,2,529,237,0.020422395
E. coli,2017/18,CEFTAZIDIME,CEFUROXIME,CIPROFLOXACIN,3,2,112,143,0.012137691
E. coli,2017/18,CEFTAZIDIME,CEFUROXIME,GENTAMICIN,3,2,204,51,-0.015966841
E. coli,2017/18,CEFTAZIDIME,CEFUROXIME,LEVOFLOXACIN,1,0,59,120,0.021883866
E. coli,2017/18,CEFTAZIDIME,CEFUROXIME,NITROFURANTOIN,5,0,207,21,-0.005646996
E. coli,2017/18,CEFTAZIDIME,CEFUROXIME,PIPERACILLIN_TAZOBACTAM,5,0,209,26,-0.003300985
E. coli,2017/18,CEFTAZIDIME,CEFUROXIME,SULFA_TRIMETHOPRIM,5,0,136,119,0.031587516
E. coli,2017/18,CEFTAZIDIME,CEFUROXIME,TOBRAMYCIN,3,2,183,50,-0.016015222
E. coli,2017/18,CEFTAZIDIME,CIPROFLOXACIN,GENTAMICIN,363,57,496,235,0.166647865
E. coli,2017/18,CEFTAZIDIME,CIPROFLOXACIN,LEVOFLOXACIN,362,0,4,704,0.655013756
E. coli,2017/18,CEFTAZIDIME,CIPROFLOXACIN,NITROFURANTOIN,376,26,592,98,0.069663775
E. coli,2017/18,CEFTAZIDIME,CIPROFLOXACIN,PIPERACILLIN_TAZOBACTAM,346,66,644,68,-0.060649673
E. coli,2017/18,CEFTAZIDIME,CIPROFLOXACIN,SULFA_TRIMETHOPRIM,312,108,259,470,0.349381074
E. coli,2017/18,CEFTAZIDIME,CIPROFLOXACIN,TOBRAMYCIN,283,28,268,210,0.312509159
E. coli,2017/18,CEFTAZIDIME,GENTAMICIN,LEVOFLOXACIN,311,478,55,227,0.149941372
E. coli,2017/18,CEFTAZIDIME,GENTAMICIN,NITROFURANTOIN,735,77,234,47,0.056707733
E. coli,2017/18,CEFTAZIDIME,GENTAMICIN,PIPERACILLIN_TAZOBACTAM,735,107,255,28,-0.020891156
E. coli,2017/18,CEFTAZIDIME,GENTAMICIN,SULFA_TRIMETHOPRIM,456,403,115,176,0.102145833
E. coli,2017/18,CEFTAZIDIME,GENTAMICIN,TOBRAMYCIN,529,70,22,169,0.522065089
E. coli,2017/18,CEFTAZIDIME,LEVOFLOXACIN,NITROFURANTOIN,322,25,572,95,0.06146888
E. coli,2017/18,CEFTAZIDIME,LEVOFLOXACIN,PIPERACILLIN_TAZOBACTAM,299,60,623,63,-0.068813764
E. coli,2017/18,CEFTAZIDIME,LEVOFLOXACIN,SULFA_TRIMETHOPRIM,261,105,246,458,0.320091269
E. coli,2017/18,CEFTAZIDIME,LEVOFLOXACIN,TOBRAMYCIN,228,28,256,198,0.284210881
E. coli,2017/18,CEFTAZIDIME,NITROFURANTOIN,PIPERACILLIN_TAZOBACTAM,838,112,103,14,0.000689496
E. coli,2017/18,CEFTAZIDIME,NITROFURANTOIN,SULFA_TRIMETHOPRIM,499,470,44,78,0.060886665
E. coli,2017/18,CEFTAZIDIME,NITROFURANTOIN,TOBRAMYCIN,460,197,56,21,-0.010129869
E. coli,2017/18,CEFTAZIDIME,PIPERACILLIN_TAZOBACTAM,SULFA_TRIMETHOPRIM,490,499,72,62,-0.017588548
E. coli,2017/18,CEFTAZIDIME,PIPERACILLIN_TAZOBACTAM,TOBRAMYCIN,477,195,58,36,0.040487057
E. coli,2017/18,CEFTAZIDIME,SULFA_TRIMETHOPRIM,TOBRAMYCIN,338,84,213,154,0.21735742
E. coli,2015/16,CEFTRIAXONE,AMOXICILLIN_CLAVULANATE,AMPICILLIN,0,318,0,408,0.000677269
E. coli,2015/16,CEFTRIAXONE,AMOXICILLIN_CLAVULANATE,AMPICILLIN_SULBACTAM,158,160,2,405,0.420452381
E. coli,2015/16,CEFTRIAXONE,AMOXICILLIN_CLAVULANATE,CEFAZOLIN,0,54,0,75,0.00476828
E. coli,2015/16,CEFTRIAXONE,AMOXICILLIN_CLAVULANATE,CEFEPIME,202,111,274,122,-0.045938457
E. coli,2015/16,CEFTRIAXONE,AMOXICILLIN_CLAVULANATE,CEFTAZIDIME,113,205,89,318,0.134463965
E. coli,2015/16,CEFTRIAXONE,AMOXICILLIN_CLAVULANATE,CEFUROXIME,0,58,1,55,-0.017648955
E. coli,2015/16,CEFTRIAXONE,AMOXICILLIN_CLAVULANATE,CIPROFLOXACIN,78,240,151,257,-0.121977791
E. coli,2015/16,CEFTRIAXONE,AMOXICILLIN_CLAVULANATE,GENTAMICIN,267,51,285,123,0.136850291
E. coli,2015/16,CEFTRIAXONE,AMOXICILLIN_CLAVULANATE,LEVOFLOXACIN,76,224,147,243,-0.120611515
E. coli,2015/16,CEFTRIAXONE,AMOXICILLIN_CLAVULANATE,NITROFURANTOIN,268,39,337,51,0.004345657
E. coli,2015/16,CEFTRIAXONE,AMOXICILLIN_CLAVULANATE,PIPERACILLIN_TAZOBACTAM,315,2,327,78,0.159837491
E. coli,2015/16,CEFTRIAXONE,AMOXICILLIN_CLAVULANATE,SULFA_TRIMETHOPRIM,122,196,195,213,-0.092626342
E. coli,2015/16,CEFTRIAXONE,AMOXICILLIN_CLAVULANATE,TOBRAMYCIN,268,50,210,198,0.311551077
E. coli,2015/16,CEFTRIAXONE,AMPICILLIN,AMPICILLIN_SULBACTAM,12,0,234,1037,0.033647603
E. coli,2015/16,CEFTRIAXONE,AMPICILLIN,AZTREONAM,7,2,111,202,0.045778995
E. coli,2015/16,CEFTRIAXONE,AMPICILLIN,CEFAZOLIN,1,3,0,662,0.019835387
E. coli,2015/16,CEFTRIAXONE,AMPICILLIN,CEFEPIME,9,1,761,379,0.00736468
E. coli,2015/16,CEFTRIAXONE,AMPICILLIN,CEFTAZIDIME,10,1,240,823,0.028451092
E. coli,2015/16,CEFTRIAXONE,AMPICILLIN,CEFUROXIME,8,2,18,342,0.097387555
E. coli,2015/16,CEFTRIAXONE,AMPICILLIN,CIPROFLOXACIN,8,4,474,913,0.011229037
E. coli,2015/16,CEFTRIAXONE,AMPICILLIN,GENTAMICIN,11,1,1036,352,0.005286643
E. coli,2015/16,CEFTRIAXONE,AMPICILLIN,LEVOFLOXACIN,7,4,361,702,0.012250218
E. coli,2015/16,CEFTRIAXONE,AMPICILLIN,NITROFURANTOIN,10,2,1127,167,-0.001406902
E. coli,2015/16,CEFTRIAXONE,AMPICILLIN,PIPERACILLIN_TAZOBACTAM,10,0,1136,152,0.001241911
E. coli,2015/16,CEFTRIAXONE,AMPICILLIN,SULFA_TRIMETHOPRIM,10,2,632,755,0.01236969
E. coli,2015/16,CEFTRIAXONE,AMPICILLIN,TOBRAMYCIN,7,3,693,347,0.001261295
E. coli,2015/16,CEFTRIAXONE,AMPICILLIN_SULBACTAM,AZTREONAM,17,16,66,125,0.085945074
E. coli,2015/16,CEFTRIAXONE,AMPICILLIN_SULBACTAM,CEFAZOLIN,1,96,0,453,0.011650056
E. coli,2015/16,CEFTRIAXONE,AMPICILLIN_SULBACTAM,CEFEPIME,146,61,556,282,0.026431649
E. coli,2015/16,CEFTRIAXONE,AMPICILLIN_SULBACTAM,CEFTAZIDIME,92,127,157,694,0.15762389
E. coli,2015/16,CEFTRIAXONE,AMPICILLIN_SULBACTAM,CEFUROXIME,14,55,14,289,0.101685072
E. coli,2015/16,CEFTRIAXONE,AMPICILLIN_SULBACTAM,CIPROFLOXACIN,60,188,397,648,-0.083834597
E. coli,2015/16,CEFTRIAXONE,AMPICILLIN_SULBACTAM,GENTAMICIN,236,13,725,320,0.141656795
E. coli,2015/16,CEFTRIAXONE,AMPICILLIN_SULBACTAM,LEVOFLOXACIN,49,167,319,537,-0.091726037
E. coli,2015/16,CEFTRIAXONE,AMPICILLIN_SULBACTAM,NITROFURANTOIN,210,27,826,129,0.013328899
E. coli,2015/16,CEFTRIAXONE,AMPICILLIN_SULBACTAM,PIPERACILLIN_TAZOBACTAM,223,0,829,143,0.071655114
E. coli,2015/16,CEFTRIAXONE,AMPICILLIN_SULBACTAM,SULFA_TRIMETHOPRIM,88,161,523,520,-0.091407581
E. coli,2015/16,CEFTRIAXONE,AMPICILLIN_SULBACTAM,TOBRAMYCIN,169,14,456,296,0.182226544
E. coli,2015/16,CEFTRIAXONE,AZTREONAM,CEFAZOLIN,0,54,0,127,0.008772165
E. coli,2015/16,CEFTRIAXONE,AZTREONAM,CEFEPIME,113,1,119,94,0.333404659
E. coli,2015/16,CEFTRIAXONE,AZTREONAM,CEFTAZIDIME,41,25,5,80,0.508872423
E. coli,2015/16,CEFTRIAXONE,AZTREONAM,CEFUROXIME,22,53,6,101,0.224422533
E. coli,2015/16,CEFTRIAXONE,AZTREONAM,CIPROFLOXACIN,66,51,72,143,0.208359027
E. coli,2015/16,CEFTRIAXONE,AZTREONAM,GENTAMICIN,91,27,164,51,0.007676153
E. coli,2015/16,CEFTRIAXONE,AZTREONAM,LEVOFLOXACIN,41,28,38,42,0.118234211
E. coli,2015/16,CEFTRIAXONE,AZTREONAM,NITROFURANTOIN,93,10,156,22,0.024421359
E. coli,2015/16,CEFTRIAXONE,AZTREONAM,PIPERACILLIN_TAZOBACTAM,109,4,176,38,0.118443805
E. coli,2015/16,CEFTRIAXONE,AZTREONAM,SULFA_TRIMETHOPRIM,68,50,99,115,0.103896702
E. coli,2015/16,CEFTRIAXONE,AZTREONAM,TOBRAMYCIN,87,30,134,71,0.082577434
E. coli,2015/16,CEFTRIAXONE,CEFAZOLIN,CEFEPIME,0,0,187,243,0.001192547
E. coli,2015/16,CEFTRIAXONE,CEFAZOLIN,CEFTAZIDIME,1,0,16,390,0.024381291
E. coli,2015/16,CEFTRIAXONE,CEFAZOLIN,CEFUROXIME,0,0,3,231,0.023783134
E. coli,2015/16,CEFTRIAXONE,CEFAZOLIN,CIPROFLOXACIN,0,1,202,462,0.00051253
E. coli,2015/16,CEFTRIAXONE,CEFAZOLIN,GENTAMICIN,1,0,488,177,-0.001205205
E. coli,2015/16,CEFTRIAXONE,CEFAZOLIN,LEVOFLOXACIN,0,1,113,268,0.001109308
E. coli,2015/16,CEFTRIAXONE,CEFAZOLIN,NITROFURANTOIN,1,0,536,89,-0.003915914
E. coli,2015/16,CEFTRIAXONE,CEFAZOLIN,PIPERACILLIN_TAZOBACTAM,1,0,502,65,-0.005073528
E. coli,2015/16,CEFTRIAXONE,CEFAZOLIN,SULFA_TRIMETHOPRIM,1,0,290,374,0.004087785
E. coli,2015/16,CEFTRIAXONE,CEFAZOLIN,TOBRAMYCIN,0,0,214,125,-0.003061025
E. coli,2015/16,CEFTRIAXONE,CEFEPIME,CEFTAZIDIME,228,357,9,231,0.257808201
E. coli,2015/16,CEFTRIAXONE,CEFEPIME,CEFUROXIME,28,151,1,189,0.134892808
E. coli,2015/16,CEFTRIAXONE,CEFEPIME,CIPROFLOXACIN,362,418,68,312,0.242262011
E. coli,2015/16,CEFTRIAXONE,CEFEPIME,GENTAMICIN,607,174,282,98,0.031037388
E. coli,2015/16,CEFTRIAXONE,CEFEPIME,LEVOFLOXACIN,266,326,46,188,0.198664331
E. coli,2015/16,CEFTRIAXONE,CEFEPIME,NITROFURANTOIN,647,79,295,50,0.031841453
E. coli,2015/16,CEFTRIAXONE,CEFEPIME,PIPERACILLIN_TAZOBACTAM,690,78,251,44,0.03878385
E. coli,2015/16,CEFTRIAXONE,CEFEPIME,SULFA_TRIMETHOPRIM,415,365,127,252,0.171677342
E. coli,2015/16,CEFTRIAXONE,CEFEPIME,TOBRAMYCIN,528,190,161,151,0.186100605
E. coli,2015/16,CEFTRIAXONE,CEFTAZIDIME,CEFUROXIME,21,30,4,177,0.272470675
E. coli,2015/16,CEFTRIAXONE,CEFTAZIDIME,CIPROFLOXACIN,96,153,262,562,0.048436827
E. coli,2015/16,CEFTRIAXONE,CEFTAZIDIME,GENTAMICIN,192,58,607,217,0.022264346
E. coli,2015/16,CEFTRIAXONE,CEFTAZIDIME,LEVOFLOXACIN,91,155,244,524,0.038541374
