domain,phylum,class,order,family,genus,species,acronym,gram_stain
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,muciniphila,AKKE_MUCI,n
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,,AKKERMANSIA,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Albibacillus,kandeliae,ALBI_KAND,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Albibacillus,lipolyticus,ALBI_LIPO,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Albibacillus,,ALBIBACILLUS,
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Albidiferax,koreense,ALBI_KORE,
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Albidiferax,,ALBIDIFERAX,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Albidovulum,inexpectatum,ALBI_INEX,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Albimonas,donghaensis,ALBI_DONG,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Albimonas,pacifica,ALBI_PACI,
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Alcaligenes,aquatilis,ALCA_AQUA,
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Alcaligenes,faecalis,ALCA_FAEC,
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Alcaligenes,phenolicus,ALCA_PHEN,
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Alcaligenes,,ALCALIGENES,
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Alcanivoracaceae,Alcanivorax,borkumensis,ALCA_BORK,
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Alcanivoracaceae,Alcanivorax,dieselolei,ALCA_DIES,
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Alcanivoracaceae,Alcanivorax,gelatiniphagus,ALCA_GELA,
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Alcanivoracaceae,Alcanivorax,hongdengensis,ALCA_HONG,
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Alcanivoracaceae,Alcanivorax,indicus,ALCA_INDI,
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Alcanivoracaceae,Alcanivorax,jadensis,ALCA_JADE,
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Alcanivoracaceae,Alcanivorax,mobilis,ALCA_MOBI,
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Alcanivoracaceae,Alcanivorax,nanhaiticus,ALCA_NANH,
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Alcanivoracaceae,Alcanivorax,pacificus,ALCA_PACI,
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Alcanivoracaceae,Alcanivorax,profundi,ALCA_PROF,
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Alcanivoracaceae,Alcanivorax,xenomutans,ALCA_XENO,
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Alcanivoracaceae,Alcanivorax,,ALCANIVORAX,
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Aldersonia,kunmingensis,ALDE_KUNM,
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Algibacter,aestuarii,ALGI_AEST,
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Algibacter,alginicilyticus,ALGI_ALGI,
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Algibacter,aquaticus,ALGI_AQUA,
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Algibacter,lectus,ALGI_LECT,
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Algibacter,pectinivorans,ALGI_PECT,
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Algibacter,,ALGIBACTER,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Algicola,sagamiensis,ALGI_SAGA,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Psychromonadaceae,Alginatibacterium,sediminis,ALGI_SEDI,
Bacteria,Proteobacteria,Gammaproteobacteria,Nevskiales,Algiphilaceae,Algiphilus,aromaticivorans,ALGI_AROM,
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Algoriella,xinjiangensis,ALGO_XINJ,
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Algorimicrobium,argentinensis,ALGO_ARGE,
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Algorimicrobium,echini,ALGO_ECHI,
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Algorimicrobium,,ALGORIMICROBIUM,
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Algoriphagus,alkaliphilus,ALGO_ALKA,
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Algoriphagus,antarcticus,ALGO_ANTA,
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Algoriphagus,aquaeductus,ALGO_AQUA,
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Algoriphagus,aquimarinus,ALGO_AQUI,
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Algoriphagus,boritolerans,ALGO_BORI,
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Algoriphagus,boseongensis,ALGO_BOSE,
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Algoriphagus,chordae,ALGO_CHOR,
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Algoriphagus,faecimaris,ALGO_FAEC,
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Algoriphagus,halophilus,ALGO_HALO,
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Algoriphagus,hitonicola,ALGO_HITO,
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Algoriphagus,locisalis,ALGO_LOCI,
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Algoriphagus,machipongonensis,ALGO_MACH,
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Algoriphagus,mannitolivorans,ALGO_MANN,
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Algoriphagus,marincola,ALGO_MARI,
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Algoriphagus,marinus,ALGO_MARIN,
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Algoriphagus,ornithinivorans,ALGO_ORNI,
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Algoriphagus,ratkowskyi,ALGO_RATK,
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Algoriphagus,resistens,ALGO_RESI,
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Algoriphagus,terrigena,ALGO_TERR,
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Algoriphagus,vanfongensis,ALGO_VANF,
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Algoriphagus,yeomjeoni,ALGO_YEOM,
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Algoriphagus,zhangzhouensis,ALGO_ZHAN,
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Algoriphagus,,ALGORIPHAGUS,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Psychromonadaceae,Aliagarivorans,marinus,ALIA_MARI,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Psychromonadaceae,Aliagarivorans,taiwanensis,ALIA_TAIW,
Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Aliarcobacter,aquimarinus,ALIA_AQUI,
Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Aliarcobacter,butzleri,ALIA_BUTZ,
Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Aliarcobacter,caeni,ALIA_CAEN,
Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Aliarcobacter,cibarius,ALIA_CIBA,
Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Aliarcobacter,cloacae,ALIA_CLOA,
Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Aliarcobacter,cryaerophilus,ALIA_CRYA,
Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Aliarcobacter,defluvii,ALIA_DEFL,
Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Aliarcobacter,ellisii,ALIA_ELLI,
Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Aliarcobacter,faecis,ALIA_FAEC,
Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Aliarcobacter,lanthieri,ALIA_LANT,
Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Aliarcobacter,pacificus,ALIA_PACI,
Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Aliarcobacter,porcinus,ALIA_PORC,
Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Aliarcobacter,skirrowii,ALIA_SKIR,
Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Aliarcobacter,suis,ALIA_SUIS,
Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Aliarcobacter,thereius,ALIA_THER,
Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Aliarcobacter,trophiarum,ALIA_TROP,
Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Aliarcobacter,venerupis,ALIA_VENE,
Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Aliarcobacter,,ALIARCOBACTER,
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Alicycliphilus,denitrificans,ALIC_DENI,
Bacteria,Firmicutes,Alicyclobacillia,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus,acidiphilus,ALIC_ACID,
Bacteria,Firmicutes,Alicyclobacillia,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus,acidocaldarius,ALIC_ACIDO,p
Bacteria,Firmicutes,Alicyclobacillia,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus,acidoterrestris,ALIC_ACIDOT,p
Bacteria,Firmicutes,Alicyclobacillia,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus,aeris,ALIC_AERI,p
Bacteria,Firmicutes,Alicyclobacillia,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus,contaminans,ALIC_CONT,p
Bacteria,Firmicutes,Alicyclobacillia,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus,cycloheptanicus,ALIC_CYCL,p
Bacteria,Firmicutes,Alicyclobacillia,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus,dauci,ALIC_DAUC,p
Bacteria,Firmicutes,Alicyclobacillia,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus,disulfidooxidans,ALIC_DISU,p
Bacteria,Firmicutes,Alicyclobacillia,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus,fastidiosus,ALIC_FAST,p
Bacteria,Firmicutes,Alicyclobacillia,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus,ferrooxydans,ALIC_FERR,p
Bacteria,Firmicutes,Alicyclobacillia,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus,fodiniaquatilis,ALIC_FODI,p
Bacteria,Firmicutes,Alicyclobacillia,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus,he,ALIC_HE,
Bacteria,Firmicutes,Alicyclobacillia,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus,herbarius,ALIC_HERB,p
Bacteria,Firmicutes,Alicyclobacillia,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus,hesperidum,ALIC_HESP,p
Bacteria,Firmicutes,Alicyclobacillia,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus,kakegawensis,ALIC_KAKE,p
Bacteria,Firmicutes,Alicyclobacillia,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus,macro,ALIC_MACR,
Bacteria,Firmicutes,Alicyclobacillia,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus,macrosporangiidus,ALIC_MACRO,p
Bacteria,Firmicutes,Alicyclobacillia,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus,mali,ALIC_MALI,
Bacteria,Firmicutes,Alicyclobacillia,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus,montanus,ALIC_MONT,p
Bacteria,Firmicutes,Alicyclobacillia,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus,pomorum,ALIC_POMO,p
Bacteria,Firmicutes,Alicyclobacillia,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus,sacchari,ALIC_SACC,p
Bacteria,Firmicutes,Alicyclobacillia,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus,sendaiensis,ALIC_SEND,p
Bacteria,Firmicutes,Alicyclobacillia,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus,shizuokensis,ALIC_SHIZ,p
Bacteria,Firmicutes,Alicyclobacillia,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus,tengchongensis,ALIC_TENG,p
Bacteria,Firmicutes,Alicyclobacillia,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus,tolerans,ALIC_TOLE,p
Bacteria,Firmicutes,Alicyclobacillia,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus,vulcanalis,ALIC_VULC,p
Bacteria,Firmicutes,Bacilli,Staphylococcales,Salinicoccaceae,Aliicoccus,persicus,ALII_PERS,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Aliidiomarina,haloalkalitolerans,ALII_HALO,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Aliidiomarina,iranensis,ALII_IRAN,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Aliidiomarina,maris,ALII_MARI,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Aliidiomarina,minuta,ALII_MINU,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Aliidiomarina,sanyensis,ALII_SANY,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Aliidiomarina,sedimenti,ALII_SEDI,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Aliidiomarina,shirensis,ALII_SHIR,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Aliidiomarina,soli,ALII_SOLI,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Aliidiomarina,taiwanensis,ALII_TAIW,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Aliidiomarina,,ALIIDIOMARINA,
Bacteria,Bacteroidota,Rhodothermia,Balneolales,Balneolaceae,Aliifodinibius,roseus,ALII_ROSE,
Bacteria,Bacteroidota,Rhodothermia,Balneolales,Balneolaceae,Aliifodinibius,sediminis,ALII_SEDIM,
Bacteria,Bacteroidota,Rhodothermia,Balneolales,Balneolaceae,Aliifodinibius,,ALIIFODINIBIUS,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Aliiglaciecola,lipolytica,ALII_LIPO,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Aliiglaciecola,,ALIIGLACIECOLA,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Aliihoeflea,,ALIIHOEFLEA,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Kangiellaceae,Aliikangiella,marina,ALII_MARIN,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Kangiellaceae,Aliikangiella,,ALIIKANGIELLA,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Aliiroseovarius,crassostreae,ALII_CRAS,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Aliiroseovarius,halocynthiae,ALII_HALOC,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Aliiroseovarius,pelagivivens,ALII_PELA,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Aliiroseovarius,sediminilitoris,ALII_SEDIMI,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Aliiroseovarius,,ALIIROSEOVARIUS,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Aliivibrio,finisterrensis,ALII_FINI,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Aliivibrio,fischeri,ALII_FISC,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Aliivibrio,salmonicida,ALII_SALM,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Aliivibrio,sifiae,ALII_SIFI,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Aliivibrio,wodanis,ALII_WODA,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Aliivibrio,,ALIIVIBRIO,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Alishewanella,aestuarii,ALIS_AEST,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Alishewanella,agri,ALIS_AGRI,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Alishewanella,jeotgali,ALIS_JEOT,
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,finegoldii,ALIS_FINE,
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,ihumii,ALIS_IHUM,
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,indistinctus,ALIS_INDI,
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,obesi,ALIS_OBES,
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,onderdonkii,ALIS_ONDE,
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,putredinis,ALIS_PUTR,
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,senegalensis,ALIS_SENE,
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,shahii,ALIS_SHAH,
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,timonensis,ALIS_TIMO,
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,,ALISTIPES,
Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Chroococcidiopsidaceae,Aliterella,atlantica,ALIT_ATLA,
Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Chroococcidiopsidaceae,Aliterella,,ALITERELLA,
Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Alkali,Alkali,,ALKALI,
Bacteria,Firmicutes,Bacilli,Bacillales,Alkalibacillaceae,Alkalibacillus,haloalkaliphilus,ALKA_HALO,
Bacteria,Firmicutes,Clostridia,Eubacteriales,Alkalibacteraceae,Alkalibacter,saccharofermentans,ALKA_SACC,
Bacteria,Firmicutes,Clostridia,Eubacteriales,Alkalibacteraceae,Alkalibacter,,ALKALIBACTER,
Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Alkalibacterium,gilvum,ALKA_GILV,
Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Alkalibacterium,olivapovliticus,ALKA_OLIV,
Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Alkalibacterium,pelagium,ALKA_PELA,
Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Alkalibacterium,putridalgicola,ALKA_PUTR,
Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Alkalibacterium,subtropicum,ALKA_SUBT,
Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Alkalibacterium,thalassium,ALKA_THAL,
Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Alkalibacterium,,ALKALIBACTERIUM,
Bacteria,Firmicutes,Clostridia,Eubacteriales,Alkalibacteraceae,Alkalibaculum,bacchi,ALKA_BACC,
Bacteria,Firmicutes,Bacilli,Bacillales,Salisediminibacteriaceae,Alkalicoccus,chagannorensis,ALKA_CHAG,
Bacteria,Firmicutes,Bacilli,Bacillales,Salisediminibacteriaceae,Alkalicoccus,daliensis,ALKA_DALI,
Bacteria,Firmicutes,Bacilli,Bacillales,Salisediminibacteriaceae,Alkalicoccus,saliphilus,ALKA_SALI,
Bacteria,Firmicutes,Bacilli,Bacillales,Salisediminibacteriaceae,Alkalicoccus,urumqiensis,ALKA_URUM,
Bacteria,Firmicutes,Bacilli,Bacillales,Salisediminibacteriaceae,Alkalicoccus,,ALKALICOCCUS,
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinilabiliaceae,Alkaliflexus,imshenetskii,ALKA_IMSH,
Bacteria,Proteobacteria,Gammaproteobacteria,Nitrococcales,Halorhodo,Alkalilimnicola,ehrlichii,ALKA_EHRL,
Bacteria,Proteobacteria,Gammaproteobacteria,Nitrococcales,Halorhodo,Alkalilimnicola,mobile,ALKA_MOBI,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Alkalimonas,amylolytica,ALKA_AMYL,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Alkalimonas,,ALKALIMONAS,
Bacteria,Cyanobacteria,Cyanobacteriia,Leptolyngbyales,Leptolyngbyaceae,Alkalinema,,ALKALINEMA,
Bacteria,Firmicutes,Clostridia,Peptostreptococcales,Natronincolaceae,Alkaliphilus,metalliredigens,ALKA_META,
Bacteria,Firmicutes,Clostridia,Peptostreptococcales,Natronincolaceae,Alkaliphilus,oremlandii,ALKA_OREM,
Bacteria,Firmicutes,Clostridia,Peptostreptococcales,Natronincolaceae,Alkaliphilus,peptidifermentans,ALKA_PEPT,
Bacteria,Firmicutes,Clostridia,Peptostreptococcales,Natronincolaceae,Alkaliphilus,transvaalensis,ALKA_TRAN,
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Alkanindiges,illinoisensis,ALKA_ILLI,
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Alkanindiges,,ALKANINDIGES,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Allgaiera,indica,ALLG_INDI,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Allgaiera,,ALLGAIERA,
Bacteria,Firmicutes,Negativicutes,Veillonellales,Dialisteraceae,Allisonella,histaminiformans,ALLI_HIST,
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Allo,,ALLO,
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Alloactinosynnema,album,ALLO_ALBU,
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Alloactinosynnema,,ALLOACTINOSYNNEMA,
Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Allobaculum,stercoricanis,ALLO_STER,
Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Allochromatium,vinosum,ALLO_VINO,
Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Allochromatium,warmingii,ALLO_WARM,
Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,Allofrancisella,guangzhouensis,ALLO_GUAN,
Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,Allofrancisella,inopinata,ALLO_INOP,
Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,Allofrancisella,,ALLOFRANCISELLA,
Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Allofustis,seminis,ALLO_SEMI,
Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Alloiococcus,otitis,ALLO_OTIT,
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Allokutzneria,albata,ALLO_ALBA,
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Allokutzneria,,ALLOKUTZNERIA,
Bacteria,Actinobacteriota,Actinomycetia,Strepto,Strepto,Allonocardiopsis,opalescens,ALLO_OPAL,
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Alloprevotella,rava,ALLO_RAVA,
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Alloprevotella,tannerae,ALLO_TANN,
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Alloprevotella,,ALLOPREVOTELLA,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium,albertimagni,ALLO_ALBE,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium,ipomoeae,ALLO_IPOM,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium,lividus,ALLO_LIVI,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium,naphthalenivorans,ALLO_NAPH,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium,oryziradicis,ALLO_ORYZ,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium,rosettiformans,ALLO_ROSE,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium,selenitireducens,ALLO_SELE,
